run_label,trace_count,completion_fraction_mean,makespan_s_vs_exclusive_geomean,jct_mean_s_vs_exclusive_geomean,jct_p95_s_vs_exclusive_geomean,initial_queue_wait_mean_s_vs_exclusive_geomean,initial_queue_wait_p95_s_vs_exclusive_geomean,execution_span_mean_s_vs_exclusive_geomean,makespan_reduction_percent_from_geomean,policy_display
exclusive,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Exclusive
memory_only_interference,2,1.0,0.9744007553846709,1.0185490798815258,1.0867357458186797,0.38391381357567483,0.5826262066372294,1.9432835940180433,2.559924461532914,Memory-only
fixed_smi80,2,1.0,0.8527876244531071,0.8906060672413324,0.8494429854684648,0.5992095468584179,0.7032872659722269,1.2542013508113683,14.721237554689292,AEGIS-SMI80
fixed_smi70,2,1.0,0.8253883882503205,0.8935876881221556,0.9020374969832793,0.6269920864114804,0.7025796913105972,1.2353340523787604,17.461161174967955,AEGIS-SMI70
fixed_smi60,2,1.0,0.8311671691136754,0.8858025532380479,0.8261449371354357,0.6406574209934985,0.7071720338917998,1.1759516712179885,16.88328308863246,AEGIS-SMI60
fixed_smi50,1,1.0,0.8609001293190518,0.8375969272329178,0.816863298323973,0.7234606327535953,0.8318360513969808,1.09194460807315,13.90998706809482,AEGIS-SMI50
horus_baseline,1,1.0,0.724259629957878,0.822490615606184,0.8502058937979624,0.6657865786637437,0.7071414012517313,1.171692050913346,27.574037004212204,Horus
lucid_baseline,1,1.0,0.757395248127824,0.7722655735008555,0.8120691425325631,0.5886278498299446,0.7320890849953932,1.1815043982304034,24.2604751872176,Lucid
