run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
oracle-MAGM,0.7331694490349889,0.682245384713466,0.7214078146991383,0.7119376098740898,AEGIS + ProfiledPeakMem
OR-MAGM,0.7085556748388615,0.7013516336904214,0.7826830535076489,0.7299591801895617,AEGIS - EstimatorFree
EST-MAGM__horus,0.7360379931979244,0.7140801992865998,0.749912089775207,0.7331944904339063,AEGIS + AnalyticalMemEst
HORUS__horus,0.91572983745867,0.9118608549314254,0.9449998765434856,0.9240792742577465,Horus
LUCID,0.8394789971248339,0.851902506565017,0.9046192878723552,0.8648786799377185,Lucid
