run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
oracle-MAGM,0.505417424111784,0.3886079271176802,0.4403510572782759,0.4422355347216957,AEGIS + ProfiledPeakMem
OR-MAGM,0.5131315383471536,0.4393866995985053,0.5341424770175403,0.49383012204398563,AEGIS - EstimatorFree
EST-MAGM__horus,0.5611299149710828,0.5172843795307024,0.4850698527989944,0.5202343489890356,AEGIS + AnalyticalMemEst
HORUS__horus,0.8462279669534544,0.8141537253291564,0.8986637712164577,0.8523088686689025,Horus
LUCID,0.7099359457661709,0.7000354316319561,0.8303797468397839,0.7445124742547384,Lucid
