run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
oracle-MAGM,1.7778550892953249,2.0551469649534897,1.5576156842756932,1.7853903577474,AEGIS + ProfiledPeakMem
OR-MAGM,1.7043704936244743,1.6993428822205374,1.2852061121873246,1.5497890998333714,AEGIS - EstimatorFree
EST-MAGM__horus,1.4786872065629588,1.4651959691703895,1.4162721162599696,1.4531359432101831,AEGIS + AnalyticalMemEst
HORUS__horus,1.031899329359113,1.0194169489956444,1.0322864062740618,1.0278501324233371,Horus
LUCID,1.1303683668115674,1.0879084194389934,1.0616299545928032,1.0929370931115188,Lucid
