run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
oracle-MAGM,0.6335061310763348,0.5790220515089782,0.5717355504075108,0.5941284846285623,AEGIS + ProfiledPeakMem
OR-MAGM,0.633046525791054,0.5833460344142275,0.622463994752669,0.6125742049601697,AEGIS - EstimatorFree
EST-MAGM__horus,0.6534950738461914,0.6255903565396624,0.5945744779684817,0.6240885416495261,AEGIS + AnalyticalMemEst
HORUS__horus,0.8649184598320689,0.8376067351718653,0.9143771942170652,0.8717264781060161,Horus
LUCID,0.7522585499789327,0.7443530623506485,0.8575737471696738,0.7830795149888605,Lucid
