run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
oracle-MAGM,0.704124133614536,0.5491064679638219,0.579100525106472,0.607230041547462,AEGIS + ProfiledPeakMem
OR-MAGM,0.672882713305376,0.5201538087260357,0.61025032950331,0.59775936962119,AEGIS - EstimatorFree
EST-MAGM__horus,0.6710723815464826,0.6385367064083586,0.6061793155801787,0.6380461837684229,AEGIS + AnalyticalMemEst
HORUS__horus,0.8704496524748463,0.8952206774640128,0.8700213867921992,0.8784854304685596,Horus
LUCID,0.7810417239528713,0.76294434504678,0.8159111228797412,0.7863272307011528,Lucid
