run_label,philly_legacy,saturn_legacy,geomean,policy_display
exclusive,1.0,1.0,1.0,Exclusive
memory_only_interference,0.3991256993553544,0.3692816987036261,0.38391381357567483,Memory-only
fixed_smi80,0.557919326778549,0.6435555533081336,0.5992095468584179,AEGIS-SMI80
fixed_smi70,0.5978232909700839,0.6575840760314131,0.6269920864114804,AEGIS-SMI70
fixed_smi60,0.5838389149687222,0.7030054361758831,0.6406574209934985,AEGIS-SMI60
fixed_smi50,,0.7234606327535953,0.7234606327535953,AEGIS-SMI50
horus_baseline,,0.6657865786637437,0.6657865786637437,Horus
lucid_baseline,,0.5886278498299446,0.5886278498299446,Lucid
