experiment_name,run_label,display_name,run_dir,job_count,completed_job_count,completion_fraction,makespan_s,jct_mean_s,jct_p50_s,jct_p95_s,jct_p99_s,queue_wait_mean_s,queue_wait_p95_s,failed_attempt_count,recovered_attempt_count,total_recovery_queue_wait_s
final_representative_evaluation__philly__rep01__aegis_estimator_free,OR-MAGM,AEGIS,/home/ehyo/AEGIS/evaluation/experiments/results/final_representative_evaluation__philly__rep01__aegis_estimator_free/20260611-110511/OR-MAGM,60,60,1.0,30208.227242,11915.943266683336,11665.0885075,20698.911821899994,24869.468377379995,8556.0488656,15291.224977249998,3,3,7824.864166
final_representative_evaluation__philly__rep01__aegis_horus,EST-MAGM__horus,AEGIS+HorusMem,/home/ehyo/AEGIS/evaluation/experiments/results/final_representative_evaluation__philly__rep01__aegis_horus/20260616-102058/EST-MAGM__horus,60,60,1.0,31379.895394,12300.849791850002,11806.979959,20643.223220149997,25995.422757779994,9430.526614733333,17554.148923650002,1,1,4108.159017
final_representative_evaluation__philly__rep01__exclusive,exclusive,Exclusive,/home/ehyo/AEGIS/evaluation/experiments/results/final_representative_evaluation__philly__rep01__exclusive/20260610-230924/exclusive,60,60,1.0,42633.526644,18823.171411916668,19536.928526,30761.544935849997,33958.35794894998,16928.3363411,29115.10709685,0,0,0.0
final_representative_evaluation__philly__rep01__horus_baseline,HORUS__horus,Horus-style,/home/ehyo/AEGIS/evaluation/experiments/results/final_representative_evaluation__philly__rep01__horus_baseline/20260612-045006/HORUS__horus,60,60,1.0,39040.792424,16280.508426749997,16953.9693395,26776.376099,30357.283303679986,14325.231645833332,24965.267389349996,0,0,0.0
final_representative_evaluation__philly__rep01__lucid_baseline,LUCID,Lucid-style,/home/ehyo/AEGIS/evaluation/experiments/results/final_representative_evaluation__philly__rep01__lucid_baseline/20260617-093203/LUCID,60,60,1.0,35789.950191,14159.891632333332,14604.414581500001,24026.050088149997,28554.614487099992,12018.034470566667,22176.162876749997,0,0,0.0
final_representative_evaluation__philly__rep01__oracle_upper_bound,oracle-MAGM,AEGIS+PeakMem,/home/ehyo/AEGIS/evaluation/experiments/results/final_representative_evaluation__philly__rep01__oracle_upper_bound/20260617-193349/oracle-MAGM,60,60,1.0,31257.59924,11924.594495750001,11207.0330425,21659.9461766,25750.136106819995,8555.876148016665,16628.41522295,0,0,0.0
