trace_name,configuration_label,run_label,task_id,task_file,workload,failed_attempt_count,recovered_attempt_count,recovery_stopped_count,failed_attempt_runtime_s,total_recovery_queue_wait_s,max_recovery_queue_wait_s,total_recovery_gap_s,max_recovery_gap_s,successful_attempt_runtime_s,recovery_overhead_s,jct_s
saturn,aegis_estimator_free,OR-MAGM,dbc7c721-70a2-409c-835a-85df6b689b16,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/llama3_width_8layer_wiki_bs1_1gpu.yaml,llama3_width_8layer_wiki_bs1_1gpu.yaml,1,1,0,56.460847,1356.969326,1356.969326,1356.994774,1356.994774,2395.833694,1413.455621,6757.293543
saturn,aegis_estimator_free,OR-MAGM,6a1bf6e0-9a48-48a0-b6d8-12462b86954a,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_xl_wiki_bs2_1gpu.yaml,gpt2_xl_wiki_bs2_1gpu.yaml,1,1,0,41.215316,4293.593463,4293.593463,4293.619771,4293.619771,17295.742639,4334.8350869999995,31018.540856
saturn,aegis_estimator_free,OR-MAGM,b0e5b8cb-a010-4623-a524-cc46106dae14,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_large_wiki_bs8_2gpu.yaml,gpt2_large_wiki_bs8_2gpu.yaml,1,1,0,28.370497,3456.843537,3456.843537,3456.877119,3456.877119,5223.295715,3485.247616,25304.172259
saturn,aegis_horus,EST-MAGM__horus,34f95f44-8166-46a6-bde8-34f673cd5cd2,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,bert_base_wiki_bs32_1gpu.yaml,1,1,0,14.684438,3834.769017,3834.769017,3834.797107,3834.797107,1042.288755,3849.4815449999996,11491.346076
saturn,aegis_horus,EST-MAGM__horus,b96b005c-8b53-46fd-bd16-babc0bf37977,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/maskrcnn_coco_bs8_1gpu.yaml,maskrcnn_coco_bs8_1gpu.yaml,1,1,0,30.660648,478.953536,478.953536,478.983844,478.983844,6977.86951,509.64449199999996,17851.896412
saturn,horus_baseline,HORUS__horus,03818a32-77a5-4834-a96a-7f1b5f67b521,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs128_1gpu.yaml,vgg16_imagenet_bs128_1gpu.yaml,1,1,0,12.90616,196.495674,196.495674,196.520975,196.520975,2732.17397,209.427135,11649.580457
