run_label,philly_legacy,saturn_legacy,geomean,policy_display
exclusive,1.0,1.0,1.0,Exclusive
memory_only_interference,1.0112418819661426,1.0259090793494623,1.0185490798815258,Memory-only
fixed_smi80,0.9751700679459128,0.8133752184147902,0.8906060672413324,AEGIS-SMI80
fixed_smi70,0.9677598647267436,0.8251003017044551,0.8935876881221556,AEGIS-SMI70
fixed_smi60,,0.8289990605847113,0.8289990605847113,AEGIS-SMI60
