run_label,philly_legacy,saturn_legacy,geomean,policy_display
exclusive,1.0,1.0,1.0,Exclusive
memory_only_interference,1.0016287449522514,1.1790741701371412,1.0867357458186797,Memory-only
fixed_smi80,0.9137316358172254,0.7896775784896994,0.8494429854684648,AEGIS-SMI80
fixed_smi70,0.9001576730609859,0.9039212465933544,0.9020374969832793,AEGIS-SMI70
fixed_smi60,,0.8059005554943207,0.8059005554943207,AEGIS-SMI60
