trace_name,repetition,configuration_label,experiment_name,run_label,policy,estimator,trace_csv,run_dir,git_commit,return_code,timed_out,expected_tasks,submitted_job_count,completed_job_count,incomplete_job_count,completion_fraction,makespan_s,total_attempt_count,failed_attempt_count,recovered_attempt_count,recovery_stopped_job_count,total_recovery_queue_wait_s,total_failed_attempt_runtime_s,risk_smact_threshold,risk_smocc_threshold,risk_drama_threshold,initial_queue_wait_mean_s,initial_queue_wait_p50_s,initial_queue_wait_p95_s,initial_queue_wait_p99_s,jct_mean_s,jct_p50_s,jct_p95_s,jct_p99_s,execution_span_mean_s,execution_span_p50_s,execution_span_p95_s,execution_span_p99_s,successful_attempt_runtime_mean_s,successful_attempt_runtime_p50_s,successful_attempt_runtime_p95_s,successful_attempt_runtime_p99_s,recovery_queue_wait_mean_s,recovery_queue_wait_p50_s,recovery_queue_wait_p95_s,recovery_queue_wait_p99_s,recovery_gap_mean_s,recovery_gap_p50_s,recovery_gap_p95_s,recovery_gap_p99_s,policy_key,policy_display,policy_order,trace_display,trace_order,total_queue_wait_mean_s,total_queue_wait_p95_s,total_execution_time_mean_s,total_execution_time_p95_s,makespan_s_vs_exclusive,jct_mean_s_vs_exclusive,jct_p95_s_vs_exclusive,total_queue_wait_mean_s_vs_exclusive,total_queue_wait_p95_s_vs_exclusive,total_execution_time_mean_s_vs_exclusive,total_execution_time_p95_s_vs_exclusive
saturn_legacy,1,fixed_smi80,final_representative_evaluation_legacy_zeus_aegis_smi80_fixed__saturn_legacy__rep01__aegis_estimator_free_smi80_fixed,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__fixed_smi80/20260626-142710/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,24867.495859,60,0,0,0,0.0,0.0,0.65,0.35,0.5,4632.051206166667,3877.489025,12013.4071496,12138.24063178,8481.517675683333,8089.628990499999,17238.120101999997,21383.01696108,3846.447851483333,3510.193634,8982.275569399999,13391.69994868998,3846.447851483333,3510.193634,8982.275569399999,13391.69994868998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_smi80,AEGIS-SMI80,2,Saturn-legacy,1,4632.051206166667,12013.4071496,3846.447851483333,8982.275569399999,0.7369461914431221,0.8133752184147902,0.7896775784896994,0.6435555533081336,0.7980159674973981,1.191757970057941,1.0267842564869785
saturn_legacy,1,fixed_smi70,final_representative_evaluation_legacy_zeus_aegis_smi70_fixed__saturn_legacy__rep01__aegis_estimator_free_smi70_fixed,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__fixed_smi70/20260626-215156/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,23758.248082,60,0,0,0,0.0,0.0,0.65,0.35,0.5,4733.022808799999,3947.987583,12173.73405735,12294.88013946,8603.78166765,7898.237993000001,19731.9810464,21088.492783009995,3867.84446825,2498.7454855,10847.129297099991,15107.810756439989,3867.84446825,2498.7454855,10847.129297099991,15107.810756439989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_smi70,AEGIS-SMI70,3,Saturn-legacy,1,4733.022808799999,12173.73405735,3867.84446825,10847.129297099991,0.7040737249405874,0.8251003017044551,0.9039212465933544,0.6575840760314131,0.8086660212923569,1.198387356325096,1.2399599081867083
saturn_legacy,1,fixed_smi60,final_representative_evaluation_legacy_zeus_aegis_smi60_fixed__saturn_legacy__rep01__aegis_estimator_free_smi60_fixed,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__fixed_smi60/20260627-045809/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25113.189408,60,0,0,0,0.0,0.0,0.65,0.35,0.5,5059.947291016667,3934.103868,12137.12345945,12260.76139114,8644.436203966667,7907.0101275,17592.256566849992,21809.91831375,3581.7068450000006,2316.815113,9132.026340149994,14243.675365029989,3581.7068450000006,2316.815113,9132.026340149994,14243.675365029989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_smi60,AEGIS-SMI60,4,Saturn-legacy,1,5059.947291016667,12137.12345945,3581.7068450000006,9132.026340149994,0.7442272995299327,0.8289990605847113,0.8059005554943207,0.7030054361758831,0.8062340849282589,1.1097323670445007,1.043902606131773
saturn_legacy,1,fixed_smi50,final_representative_evaluation_legacy_zeus_aegis_smi50_fixed__saturn_legacy__rep01__aegis_estimator_free_smi50_fixed,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__fixed_smi50/20260627-122658/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,29050.194776,60,0,0,0,0.0,0.0,0.65,0.35,0.5,5207.175479,3975.918649,12522.5378616,12832.37252267,8734.09096145,8089.685562000001,17831.565726299996,23709.192309149985,3524.2961215166665,1890.321589,9276.596877849996,14625.737896939989,3524.2961215166665,1890.321589,9276.596877849996,14625.737896939989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_smi50,AEGIS-SMI50,5,Saturn-legacy,1,5207.175479,12522.5378616,3524.2961215166665,9276.596877849996,0.8609001293190518,0.8375969272329178,0.816863298323973,0.7234606327535953,0.8318360513969808,1.0919446080731499,1.0604287916084156
saturn_legacy,1,horus_baseline,final_representative_evaluation_legacy_zeus__saturn_legacy__rep01__horus_baseline,HORUS__horus,HORUS,horus,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__horus_baseline/20260623-203217/HORUS__horus,422ecfdb39ad61acef7ae126de9992fbb5ddfc7c,0,False,60,60,60,0,1.0,24439.400811,60,0,0,0,0.0,0.0,0.65,0.35,0.5,4792.06108765,3978.135212,10645.3729143,12707.6186089,8576.569013183333,7831.042096499999,18559.4117244,21257.35537066,3781.684272366666,2677.0512845000003,9577.045473599996,11445.03961638999,3781.684272366666,2677.0512845000003,9577.045473599996,11445.03961638999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,horus_baseline,Horus,6,Saturn-legacy,1,4792.06108765,10645.3729143,3781.684272366666,9577.045473599996,0.724259629957878,0.822490615606184,0.8502058937979624,0.6657865786637437,0.7071414012517313,1.171692050913346,1.0947737508134834
saturn_legacy,1,lucid_baseline,final_representative_evaluation_legacy_zeus__saturn_legacy__rep01__lucid_baseline,LUCID,LUCID,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__lucid_baseline/20260624-034952/LUCID,422ecfdb39ad61acef7ae126de9992fbb5ddfc7c,0,False,60,60,60,0,1.0,25557.528372,60,0,0,0,0.0,0.0,0.65,0.35,0.5,4236.703929866667,3734.8780455,11020.937683,11426.632965049996,8052.844448266667,7652.711203999999,17726.91259245,22386.3782332,3813.3540268,2835.150982,8692.75787525,13023.00407987998,3813.3540268,2835.150982,8692.75787525,13023.00407987998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lucid_baseline,Lucid,7,Saturn-legacy,1,4236.703929866667,11020.937683,3813.3540268,8692.75787525,0.757395248127824,0.7722655735008555,0.8120691425325631,0.5886278498299446,0.7320890849953932,1.1815043982304034,0.993688833391705
venus_gapfix600,1,exclusive,legacy_zeus_venus_gapfix600_exclusive__venus_gapfix600__rep01__exclusive,exclusive,exclusive,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__exclusive/20260702-105302/exclusive,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25519.795276,60,0,0,0,0.0,0.0,0.65,0.35,0.5,1337.952075,85.94084500000001,6121.7045106,6525.917932449999,4381.4511257,3219.3031465,12968.338973149996,16343.502742219993,3041.41021395,1315.1723305,10322.228841399998,12439.177062769992,3041.41021395,1315.1723305,10322.228841399998,12439.177062769992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,exclusive,Exclusive,0,Venus-gapfix600,2,1337.952075,6121.7045106,3041.41021395,10322.228841399998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
venus_gapfix600,1,memory_only_interference,legacy_zeus_venus_gapfix600_memory_only_interference__venus_gapfix600__rep01__memory_only_interference,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__memory_only_interference/20260702-195834/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,27459.488042,60,0,0,0,0.0,0.0,0.65,0.35,0.5,14.299489433333331,3.980003500000001,67.27153219999991,126.55516825999996,4192.495761566666,1402.3949585,13664.291137799992,19190.017838919983,4175.913084066667,1397.4880195,13648.457681499993,19164.803671189988,4175.913084066667,1397.4880195,13648.457681499993,19164.803671189988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_only_interference,Memory-only,1,Venus-gapfix600,2,14.299489433333331,67.27153219999991,4175.913084066667,13648.457681499993,1.0760073795664096,0.956873793929826,1.0536654822248952,0.010687594645969163,0.010989019820136092,1.3730186953779058,1.3222394011222929
venus_gapfix600,1,fixed_smi80,legacy_zeus_venus_gapfix600_fixed_smi80__venus_gapfix600__rep01__fixed_smi80,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__fixed_smi80/20260703-053629/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25843.677608,60,0,0,0,0.0,0.0,0.65,0.35,0.5,675.7817768166666,3.78519,5333.291446299999,6160.85569359,3894.188466416667,2619.851294,9625.861417849996,15257.612988389988,3216.20941385,1604.247603,8911.813322249996,11176.147290099998,3216.20941385,1604.247603,8911.813322249996,11176.147290099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_smi80,AEGIS-SMI80,2,Venus-gapfix600,2,675.7817768166666,5333.291446299999,3216.20941385,8911.813322249996,1.0126914157616536,0.8887896623049775,0.7422586221550533,0.5050866839282465,0.8712102057629817,1.0574730758443076,0.8633613398016171
venus_gapfix600,1,fixed_smi70,legacy_zeus_venus_gapfix600_fixed_smi70__venus_gapfix600__rep01__fixed_smi70,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__fixed_smi70/20260703-144731/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25912.881867,60,0,0,0,0.0,0.0,0.65,0.35,0.5,682.2576277666667,4.0841105,5319.393578049999,6079.517399169999,3895.7832366333337,3005.9219965,10056.663628449998,16703.970617,3211.270436816667,1624.987791,8793.969767149994,13230.23577942998,3211.270436816667,1624.987791,8793.969767149994,13230.23577942998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_smi70,AEGIS-SMI70,3,Venus-gapfix600,2,682.2576277666667,5319.393578049999,3211.270436816667,8793.969767149994,1.0154032031506803,0.889153644504234,0.7754781587118897,0.5099268056867184,0.8689399445594337,1.0558491656559748,0.851944856316252
venus_gapfix600,1,fixed_smi60,legacy_zeus_venus_gapfix600_fixed_smi60__venus_gapfix600__rep01__fixed_smi60,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__fixed_smi60/20260703-235943/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,26194.362637,60,0,0,0,0.0,0.0,0.65,0.35,0.5,916.7302786333332,4.820012,5109.337450549999,5876.814695779999,4328.167490566667,3411.5969525,10353.27013819998,17655.746665789997,3409.158334,1690.3987265,8667.538644299992,17621.220565469994,3409.158334,1690.3987265,8667.538644299992,17621.220565469994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_smi60,AEGIS-SMI60,4,Venus-gapfix600,2,916.7302786333332,5109.337450549999,3409.158334,8667.538644299992,1.0264331023703153,0.9878388155876506,0.7983497469981062,0.6851742269119268,0.8346266046822347,1.1209136861457407,0.8396964238514614
venus_gapfix600,1,fixed_smi50,legacy_zeus_venus_gapfix600_fixed_smi50__venus_gapfix600__rep01__fixed_smi50,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__fixed_smi50/20260704-091630/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25757.030926,60,0,0,0,0.0,0.0,0.65,0.35,0.5,801.3220338500001,4.0915,5275.093027899999,5936.452797029999,4034.6376987,3472.4589235000003,9722.19309744999,17454.596130629994,3231.08817705,1382.429145,8615.089870199994,14049.865677989976,3231.08817705,1382.429145,8615.089870199994,14049.865677989976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_smi50,AEGIS-SMI50,5,Venus-gapfix600,2,801.3220338500001,5275.093027899999,3231.08817705,8615.089870199994,1.0092961423645552,0.9208450768820131,0.7496868425153819,0.5989168437516719,0.8617033080845284,1.0623651364850444,0.8346152756899676
