policy,makespan,makespan_reduction_%,mean_jct,mean_jct_reduction_%,p95_jct,mean_queue_wait,p95_queue_wait,mean_execution_time,mean_execution_overhead_%,p95_execution_time
Exclusive,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Memory-only,1.0071561861457388,-0.7156186145738763,0.9975611504520898,0.24388495479101824,1.0755985777480996,0.11635431231761714,0.15508852390364222,1.7308108395007982,73.08108395007982,1.9552467768951278
AEGIS-SMI80,0.9030662997157299,9.693370028427006,0.8900001868415042,10.999981315849583,0.81209700088603,0.5660321800484359,0.7553173963389901,1.184862484768385,18.486248476838508,1.0520654754226058
AEGIS-SMI70,0.8844061343710026,11.559386562899743,0.8921072221512789,10.789277784872109,0.8577082437834194,0.5852534561931914,0.7541544799864578,1.1723489596949115,17.23489596949115,1.1150238842259625
AEGIS-SMI60,0.8917349808751892,10.82650191248108,0.9185863357533637,8.141366424663632,0.8167739809668702,0.6551653393112264,0.7473329425611335,1.1573117782005804,15.73117782005804,1.0448896979990856
AEGIS-SMI50,0.9815037212254075,1.8496278774592478,0.9074995149237709,9.25004850762291,0.8030517186729826,0.6726164983846634,0.8283026319826299,1.1132462863798247,11.324628637982471,1.0370583791517023
Horus,0.8973715955975414,10.262840440245856,0.8897227266690265,11.027727333097348,0.8439641101823255,0.6473883331580192,0.759994673550891,1.1122358976580549,11.223589765805485,1.044264740247595
Lucid,0.950463584404355,4.953641559564503,0.8764377748306045,12.356222516939553,0.8324624285677118,0.5097563600406376,0.6312518988941064,1.1947402614396898,19.47402614396898,0.9626261886792176
