policy,geomean,Philly-legacy,Saturn-legacy,Venus-gapfix600
Exclusive,1.0,1.0,1.0,1.0
Memory-only,0.15508852390364222,0.58872652738983,0.5765890967500363,0.010989019820136092
AEGIS-SMI80,0.7553173963389901,0.6198033606142129,0.7980159674973981,0.8712102057629817
AEGIS-SMI70,0.7541544799864578,0.6104104904188082,0.8086660212923569,0.8689399445594337
AEGIS-SMI60,0.7473329425611335,0.6202817455468465,0.8062340849282589,0.8346266046822347
AEGIS-SMI50,0.8283026319826299,0.7928145745276501,0.8318360513969808,0.8617033080845284
Horus,0.759994673550891,0.7380850857541745,0.7071414012517313,0.8410444533764949
Lucid,0.6312518988941064,0.6680392435647587,0.7320890849953932,0.5143303890277777
