policy,geomean,Philly-legacy,Saturn-legacy,Venus-gapfix600
Exclusive,1.0,1.0,1.0,1.0
Memory-only,1.0071561861457388,1.101570026304959,0.8619123700006788,1.0760073795664096
AEGIS-SMI80,0.9030662997157299,0.9868383076873567,0.7369461914431221,1.0126914157616536
AEGIS-SMI70,0.8844061343710026,0.9676060436937194,0.7040737249405874,1.0154032031506803
AEGIS-SMI60,0.8917349808751892,0.9282632650653737,0.7442272995299327,1.0264331023703153
AEGIS-SMI50,0.9815037212254075,1.0881893347651055,0.8609001293190518,1.0092961423645552
Horus,0.8973715955975414,0.9665636116263391,0.724259629957878,1.032267458304198
Lucid,0.950463584404355,1.1178064621565351,0.757395248127824,1.0141851670471842
