policy,geomean,Philly-legacy,Saturn-legacy,Venus-gapfix600
Exclusive,1.0,1.0,1.0,1.0
Memory-only,0.9975611504520898,1.0112418819661426,1.0259090793494623,0.956873793929826
AEGIS-SMI80,0.8900001868415042,0.9751700679459129,0.8133752184147902,0.8887896623049775
AEGIS-SMI70,0.8921072221512789,0.9677598647267437,0.8251003017044551,0.889153644504234
AEGIS-SMI60,0.9185863357533637,0.9464982538938179,0.8289990605847113,0.9878388155876506
AEGIS-SMI50,0.9074995149237709,0.9689861256709063,0.8375969272329178,0.9208450768820131
Horus,0.8897227266690265,0.9227828120413234,0.822490615606184,0.9279692905206348
Lucid,0.8764377748306045,0.9484062411128982,0.7722655735008555,0.9191834249678117
