policy,geomean,Philly-legacy,Saturn-legacy,Venus-gapfix600
Exclusive,1.0,1.0,1.0,1.0
Memory-only,1.9552467768951278,1.970480163344095,2.8689473235083818,1.3222394011222929
AEGIS-SMI80,1.0520654754226058,1.313579942354778,1.0267842564869785,0.8633613398016171
AEGIS-SMI70,1.1150238842259625,1.312300765744889,1.2399599081867083,0.851944856316252
AEGIS-SMI60,1.0448896979990856,1.3014547011727535,1.043902606131773,0.8396964238514614
AEGIS-SMI50,1.0370583791517023,1.2602066719098988,1.0604287916084156,0.8346152756899676
Horus,1.044264740247595,1.2617737939539875,1.0947737508134834,0.8243771843267783
Lucid,0.9626261886792176,1.0582017627160154,0.993688833391705,0.8483091042149733
