configuration_label,run_label,policy,estimator,submitted_job_count,completed_job_count,incomplete_job_count,completion_fraction,makespan_s,initial_queue_wait_mean_s,initial_queue_wait_p50_s,initial_queue_wait_p95_s,jct_mean_s,jct_p50_s,jct_p95_s,execution_span_mean_s,execution_span_p50_s,execution_span_p95_s,successful_attempt_runtime_mean_s,successful_attempt_runtime_p50_s,successful_attempt_runtime_p95_s,failed_attempt_count,recovered_attempt_count,recovery_stopped_job_count,total_failed_attempt_runtime_s,total_recovery_queue_wait_s
exclusive,exclusive,exclusive,,60,60,0,1.0,30774.7296,2482.5085817166664,3.6999805,10697.017403599995,5487.914242100001,3316.704414,16874.40155195,3003.38204425,1475.847719,8435.658154299994,3003.38204425,1475.847719,8435.658154299994,0,0,0,0.0,0.0
fixed_smi60,fixed_smi60,fixed_smi60,,60,60,0,1.0,28567.05098,1449.38511675,3.437008,6635.16462725,5194.301247666665,3822.8906135,14290.89459105,3742.5815665666655,2359.566382,10978.6269624,3742.5815665666655,2359.566382,10978.6269624,0,0,0,0.0,0.0
fixed_smi70,fixed_smi70,fixed_smi70,,60,60,0,1.0,29777.814354,1484.101450183333,3.4603955,6529.57163935,5310.983144566667,3567.1829005,15189.6220353,3824.5662457,2545.1780685000003,11070.12065545,3824.5662457,2545.1780685000003,11070.12065545,0,0,0,0.0,0.0
fixed_smi80,fixed_smi80,fixed_smi80,,60,60,0,1.0,30369.682078,1385.0395166333333,3.39544,6630.0473353,5351.64970435,4350.680969,15418.6745335,3964.2135656333335,2982.3201075,11080.91135205,3964.2135656333335,2982.3201075,11080.91135205,0,0,0,0.0,0.0
memory_only_interference,memory_only_interference,memory_only_interference,,60,60,0,1.0,33900.519695,990.8329738333334,3.985962,6297.61790945,5549.608726250001,4661.555737,16901.8856483,4556.113075316665,3675.224903,16622.2970578,4458.519255399999,3675.224903,16622.2970578,1,1,0,47.654096,5805.777193
