row_index,run_id,task_path,finish_status,return_code,total_runtime_seconds,ttfk_wait_seconds,base_metric,mean_w30s,mean_w200s,mean_abs_error,mean_relative_error,median_w30s,median_w200s,median_abs_error,median_relative_error,p95_w30s,p95_w200s,p95_abs_error,p95_relative_error,ewma_w30s,ewma_w200s,ewma_abs_error,ewma_relative_error,risk_w30s,risk_w200s,risk_abs_error,risk_relative_error
12,solo_0013_gpt2_xl_wiki_bs2_1gpu_c7de8d6f,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_xl_wiki_bs2_1gpu.yaml,completed,0,14544.846102806989,37.90996389799693,smact,0.7788999999999999,0.8570350000000001,0.07813500000000018,0.09116897209565557,0.927,0.948,0.020999999999999908,0.022151898734177118,0.958,0.958,0.0,0.0,0.6950625913734676,0.7463818489971129,0.05131925762364531,0.06875737625801216,0.8397406478433669,0.8773542122492783,0.03761356440591146,0.04287158354147675
9,solo_0010_efficientnet_imagenet_bs128_1gpu_c495ca3c,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs128_1gpu.yaml,completed,0,1682.8490802990127,8.214838965999661,smact,0.5301666666666667,0.6002462311557789,0.07007956448911223,0.11675136111087857,0.6145,0.634,0.019499999999999962,0.030757097791798048,0.6635500000000001,0.667,0.003449999999999953,0.005172413793103378,0.484005169533071,0.5323637275758182,0.04835855804274719,0.0908374397762854,0.5730554590499345,0.6084024896828992,0.03534703063296474,0.058098103200379225
10,solo_0011_efficientnet_imagenet_bs32_1gpu_d1224a6f,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs32_1gpu.yaml,completed,0,2194.621616340999,8.310408464007196,smact,0.4326333333333333,0.4674773869346734,0.034844053601340075,0.07453634031331077,0.473,0.471,0.0020000000000000018,0.004246284501061575,0.48355,0.488,0.0044500000000000095,0.009118852459016414,0.3801048412872674,0.4462547705475337,0.0661499292602663,0.14823355093572096,0.4423220436551501,0.4681830393705518,0.02586099571540168,0.05523693414902528
0,solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,908.3378549049958,15.384848839996266,smact,0.8342666666666666,0.8867449999999999,0.052478333333333294,0.05918086184115309,0.926,0.956,0.029999999999999916,0.03138075313807523,0.972,0.973,0.0010000000000000009,0.001027749229188079,0.7576771747901729,0.7736036201096465,0.015926445319473514,0.020587345903598776,0.8724859603642099,0.8973371550274115,0.024851194663201626,0.02769437833257053
11,solo_0012_efficientnet_imagenet_bs64_1gpu_98934577,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs64_1gpu.yaml,completed,0,1698.974163564999,8.356203388990252,smact,0.5604333333333334,0.6016633165829145,0.04122998324958105,0.06852666950636535,0.5994999999999999,0.603,0.0035000000000000586,0.005804311774461126,0.6501,0.648,0.0020999999999999908,0.0032407407407407263,0.5136458881824357,0.5682035278003783,0.05455763961794258,0.09601777699118723,0.5809198053789424,0.6052167110958233,0.024296905716880923,0.04014579450869462
9,solo_0010_efficientnet_imagenet_bs128_1gpu_c495ca3c,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs128_1gpu.yaml,completed,0,1682.8490802990127,8.214838965999661,smocc,0.3282333333333334,0.3707587939698492,0.0425254606365158,0.11469845443497169,0.3795,0.39,0.01050000000000001,0.026923076923076945,0.4097499999999999,0.413,0.003250000000000086,0.007869249394673332,0.299539836493745,0.3285467178807763,0.02900688138703128,0.0882884527781445,0.3542557924567696,0.3755763779626564,0.021320585505886835,0.05676764236755791
49,solo_0001_llama3_width_8layer_wiki_bs1_1gpu_629fcf11,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/llama3_width_8layer_wiki_bs1_1gpu.yaml,completed,0,2366.6501908859937,55.475079863972496,smact,0.5355555555555555,0.5789752066115702,0.04341965105601475,0.07499397307550795,0.875,0.875,0.0,0.0,0.878,0.877,0.0010000000000000009,0.0011402508551881423,0.4628114173331949,0.5034291742320287,0.04061775689883379,0.08068216737894736,0.6878417432221876,0.7086010952108996,0.020759351988712038,0.029296245982421844
13,solo_0014_inception_imagenet_bs128_1gpu_8fa1e322,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/inception_imagenet_bs128_1gpu.yaml,completed,0,3040.002379544981,9.267761677998353,smact,0.4371666666666666,0.4386130653266331,0.0014463986599664858,0.003297664329468525,0.6385000000000001,0.643,0.0044999999999999485,0.006998444790046576,0.686,0.686,0.0,0.0,0.3906004954794122,0.4620020133870701,0.07140151790765786,0.15454806654237874,0.5380667905365197,0.5574037696784259,0.01933697914190613,0.03469115243526592
44,solo_0045_vgg16_imagenet_bs32_1gpu_14bb04eb,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs32_1gpu.yaml,completed,0,3035.353127323993,9.899930458981544,smact,0.5064761904761904,0.5425971223021583,0.03612093182596787,0.06657044488682906,0.813,0.817,0.0040000000000000036,0.004895960832313346,0.825,0.8271,0.0020999999999999908,0.0025389916575988282,0.4386071305584684,0.4714738221327357,0.032866691574267304,0.06971053329237488,0.6457708302586647,0.6645427361087235,0.018771905850058834,0.02824785349393636
48,solo_0049_xception_imagenet_bs64_1gpu_8476da21,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs64_1gpu.yaml,completed,0,2955.527791539993,8.934156973002246,smact,0.4983157894736842,0.5275396825396825,0.02922389306599832,0.055396577799244597,0.784,0.7865,0.0024999999999999467,0.0031786395422758384,0.7996,0.803,0.0034000000000000696,0.0042341220423413066,0.4231951904407681,0.4599177689029033,0.036722578462135225,0.07984596583370537,0.6262777449786131,0.6442393628606465,0.01796161788203343,0.027880348388334437
