row_index,run_id,task_path,finish_status,return_code,total_runtime_seconds,ttfk_wait_seconds,base_metric,mean_w40s,mean_w200s,mean_abs_error,mean_relative_error,median_w40s,median_w200s,median_abs_error,median_relative_error,p95_w40s,p95_w200s,p95_abs_error,p95_relative_error,ewma_w40s,ewma_w200s,ewma_abs_error,ewma_relative_error,risk_w40s,risk_w200s,risk_abs_error,risk_relative_error
10,solo_0011_efficientnet_imagenet_bs32_1gpu_d1224a6f,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs32_1gpu.yaml,completed,0,2194.621616340999,8.310408464007196,smocc,0.248975,0.2635577889447236,0.01458278894472359,0.05533051784624761,0.266,0.266,0.0,0.0,0.2731,0.276,0.0029000000000000137,0.010507246376811642,0.2208549732306836,0.2512917310780479,0.030436757847364326,0.12112120727884623,0.2522324933076709,0.2642123800056929,0.011979886698022024,0.04534188253314964
11,solo_0012_efficientnet_imagenet_bs64_1gpu_98934577,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs64_1gpu.yaml,completed,0,1698.974163564999,8.356203388990252,smocc,0.345775,0.3629346733668342,0.017159673366834216,0.04728033617634039,0.3645,0.365,0.0005000000000000004,0.0013698630136986314,0.39305,0.392,0.0010499999999999954,0.002678571428571417,0.3123121966157239,0.3425465165181143,0.030234319902390394,0.08826339911353781,0.3539092991539309,0.3656202974712371,0.01171099831730621,0.03203049283178131
2,solo_0003_dlrm_criteo_bs32768_1gpu_12f420cd,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/dlrm_criteo_bs32768_1gpu.yaml,completed,0,1523.408148114002,6.114486352991662,smocc,0.04695,0.040445,0.006504999999999997,0.16083570280628004,0.013,0.0,0.013,,0.188,0.1740499999999999,0.013950000000000101,0.08014938236139103,0.0449656246489346,0.032604040934099,0.012361583714835603,0.37914268785950445,0.0732289061622336,0.0617747602335247,0.0114541459287089,0.18541789373862794
45,solo_0046_vgg16_imagenet_bs64_1gpu_f11b3388,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs64_1gpu.yaml,completed,0,2819.895131361991,10.013985247001983,smact,0.5369285714285714,0.5549999999999999,0.018071428571428516,0.032561132561132466,0.8314999999999999,0.834,0.0025000000000000577,0.0029976019184652972,0.84665,0.8452,0.0014500000000000624,0.0017155702792239261,0.4563139469820941,0.4812271247474284,0.024913177765334305,0.0517701028976909,0.6678481296026664,0.678856781186857,0.01100865158419062,0.01621645668022054
12,solo_0013_gpt2_xl_wiki_bs2_1gpu_c7de8d6f,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_xl_wiki_bs2_1gpu.yaml,completed,0,14544.846102806989,37.90996389799693,smocc,0.2823,0.303095,0.020795000000000008,0.06860885201009587,0.307,0.308,0.0010000000000000009,0.0032467532467532496,0.4052,0.41,0.004799999999999971,0.011707317073170662,0.2488339932585158,0.2627957972639083,0.013961804005392486,0.05312795771757178,0.310833498314629,0.320972699315977,0.01013920100134802,0.03158898256130696
13,solo_0014_inception_imagenet_bs128_1gpu_8fa1e322,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/inception_imagenet_bs128_1gpu.yaml,completed,0,3040.002379544981,9.267761677998353,drama,0.3503,0.3617236180904523,0.011423618090452281,0.03158106775210819,0.365,0.365,0.0,0.0,0.3731,0.3731,0.0,0.0,0.3105272072755748,0.3376245643659482,0.027097357090373364,0.08025884355085842,0.3497318018188937,0.3593620456141001,0.009630243795206439,0.026798166118933573
3,solo_0004_efficientnet_cifar100_bs128_20e_1gpu_c88aecbd,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_cifar100_bs128_20e_1gpu.yaml,completed,0,303.9495732369978,8.06939827100723,smact,0.2101499999999999,0.21831,0.008160000000000112,0.037378040401264766,0.2305,0.236,0.005499999999999977,0.023305084745762615,0.2451999999999999,0.2591499999999999,0.01394999999999999,0.05382982828477714,0.1859482289665046,0.1963353344588098,0.010387105492305204,0.05290492167870256,0.2179495572416261,0.2274488336147024,0.009499276373076293,0.04176445410649165
43,solo_0044_vgg16_imagenet_bs128_1gpu_e1cef0f0,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs128_1gpu.yaml,completed,0,2699.7760615300213,9.920411373022944,smact,0.5253103448275862,0.5533194444444445,0.02800909961685827,0.0506201253147367,0.845,0.836,0.009000000000000008,0.010765550239234459,0.8625999999999999,0.85685,0.005749999999999922,0.006710626130594529,0.4574004614428851,0.4806549946213304,0.02325453317844528,0.04838092486018099,0.6725777015676178,0.6817061097664437,0.009128408198825988,0.013390533058231546
8,solo_0009_efficientnet_cifar100_bs64_50e_1gpu_ad28cc32,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_cifar100_bs64_50e_1gpu.yaml,completed,0,1443.819785418993,8.262218871997902,smact,0.18065,0.1867788944723618,0.006128894472361784,0.03281363501842921,0.1955,0.197,0.0015000000000000013,0.0076142131979695495,0.21005,0.211,0.0009500000000000064,0.004502369668246476,0.1608826324086265,0.1884356599099952,0.027553027501368704,0.14621981590177352,0.1867706581021566,0.1958036385955892,0.009032980493432596,0.04613285308803286
26,solo_0027_mobilenet_imagenet_bs64_1gpu_7986ce19,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_imagenet_bs64_1gpu.yaml,completed,0,1541.707540388015,8.184219611022854,smact,0.3424857142857142,0.3352628571428572,0.007222857142857031,0.021543863237374176,0.499,0.478,0.02100000000000002,0.04393305439330548,0.5759,0.5732999999999999,0.0026000000000000467,0.004535147392290332,0.3729139960174639,0.368174166444357,0.0047398295731068685,0.012873878737559958,0.4475749275757945,0.4386842558968035,0.008890671678990991,0.020266675996419715
