run_id,task_id,task_path,finish_status,return_code,window_seconds,summary_windows_collected,total_runtime_seconds,ttfk_wait_seconds,row_index,summary_window_seconds,metric,value
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,smact_mean,0.5359999999999999
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,smact_median,0.746
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,smact_p95,0.97
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,smact_ewma,0.6471851851851851
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,smact_risk,0.7247962962962962
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,smocc_mean,0.1604
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,smocc_median,0.237
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,smocc_p95,0.2894
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,smocc_ewma,0.1933333333333333
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,smocc_risk,0.2200333333333333
solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,7d6844e3-f96e-4bd6-816d-690c766121b9,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,30.0,"5.0,10.0,20.0,30.0,40.0,60.0,120.0,200.0",908.3378549049958,15.384848839996266,0,5.0,drama_mean,0.1394
