metric,summary_window_seconds,reference_window_seconds,n,mean_abs_error,median_abs_error,p95_abs_error,mean_abs_relative_error
drama_ewma,5.0,200.0,3,0.030797058794800058,0.028319823419322904,0.05579104377277685,0.1653367135261076
drama_ewma,10.0,200.0,3,0.016533329396335162,0.011002619278191211,0.028530812916586025,0.08775462339041913
drama_ewma,20.0,200.0,3,0.004061404375668033,0.003797096354929086,0.0071933128764740195,0.02193493081250789
drama_ewma,30.0,200.0,3,0.0037615408730141318,0.004735415972048906,0.005772480042413019,0.01941379542507651
drama_ewma,40.0,200.0,3,0.0032679096224838646,0.0027663524822642838,0.004617202959609812,0.017162975078908408
drama_ewma,60.0,200.0,3,0.0026708038745150986,0.003253767911500477,0.003424853180235421,0.013850387527275026
drama_ewma,120.0,200.0,3,0.0016559677491981284,0.00033020882435930154,0.004059409462737437,0.008179817610311935
drama_ewma,200.0,200.0,3,0.0,0.0,0.0,0.0
drama_mean,5.0,200.0,3,0.06622635457830586,0.06918803418803418,0.10873683620568866,0.31474971198956075
drama_mean,10.0,200.0,3,0.035670799022750256,0.03368803418803418,0.05973683620568857,0.16932454639899608
drama_mean,20.0,200.0,3,0.016233930335881597,0.017854700854700895,0.026578502872355275,0.07720522065328488
drama_mean,30.0,200.0,3,0.010617422116432232,0.012021367521367593,0.014420169539021954,0.05051647663314438
drama_mean,40.0,200.0,3,0.00781852629547756,0.007938034188034182,0.011749336205688604,0.03714636231472918
drama_mean,60.0,200.0,3,0.005184557318861499,0.004892796092796081,0.007174879963732339,0.02461148678562149
drama_mean,120.0,200.0,3,0.0018442807683089386,0.0015832023355041025,0.002774751352293042,0.008715869625496453
drama_mean,200.0,200.0,3,0.0,0.0,0.0,0.0
drama_median,5.0,200.0,3,0.058,0.033,0.123,0.2700448125335901
drama_median,10.0,200.0,3,0.010666666666666666,0.01150000000000001,0.01779999999999999,0.049400978275338854
drama_median,20.0,200.0,3,0.006166666666666663,0.0034999999999999754,0.012050000000000007,0.028719128207592537
drama_median,30.0,200.0,3,0.0040000000000000036,0.0020000000000000018,0.007400000000000006,0.01865412158762197
drama_median,40.0,200.0,3,0.003500000000000003,0.0040000000000000036,0.004900000000000004,0.016280515523651565
drama_median,60.0,200.0,3,0.0030000000000000027,0.0030000000000000027,0.004800000000000004,0.013928244158435216
drama_median,120.0,200.0,3,0.0010000000000000009,0.0010000000000000009,0.0019000000000000015,0.004622518063378283
drama_median,200.0,200.0,3,0.0,0.0,0.0,0.0
drama_p95,5.0,200.0,3,0.02203333333333334,0.01869999999999991,0.04390000000000008,0.09244906446767269
drama_p95,10.0,200.0,3,0.015566666666666637,0.010699999999999904,0.03279499999999999,0.06499372536093051
drama_p95,20.0,200.0,3,0.004799999999999999,0.0046500000000000985,0.009239999999999917,0.020887462511886463
drama_p95,30.0,200.0,3,0.00489999999999996,0.0023999999999999855,0.009284999999999901,0.021445712489432788
drama_p95,40.0,200.0,3,0.005683333333333328,0.004249999999999976,0.008839999999999995,0.024634934369374067
drama_p95,60.0,200.0,3,0.004033333333333333,0.004600000000000104,0.004869999999999925,0.017233126452341284
drama_p95,120.0,200.0,3,0.0016666666666666312,0.001699999999999896,0.003139999999999987,0.007180179362702685
drama_p95,200.0,200.0,3,0.0,0.0,0.0,0.0
drama_risk,5.0,200.0,3,0.04414752000994315,0.03730196440183928,0.08285696999461634,0.20794834921190364
drama_risk,10.0,200.0,3,0.01960936543810472,0.014347663366556379,0.03447816228056866,0.09210615240609511
drama_risk,20.0,200.0,3,0.0076794259271676935,0.00966884278061439,0.01199073915464176,0.03644214470872555
drama_risk,30.0,200.0,3,0.005819740747361597,0.005357976278738713,0.0070173239138925534,0.027534228505196916
drama_risk,40.0,200.0,3,0.005067442312823689,0.00525063939014328,0.006250339063581467,0.023906408637407058
drama_risk,60.0,200.0,3,0.0037221736316774925,0.0030268942875753824,0.00490895861464212,0.017483929801178966
drama_risk,120.0,200.0,3,0.0013200273253168582,0.0006030713643928876,0.0029135120612003044,0.006127236897774331
drama_risk,200.0,200.0,3,0.0,0.0,0.0,0.0
smact_ewma,5.0,200.0,3,0.04856255647911619,0.04386323248514418,0.056842004262963666,0.09453296391477684
smact_ewma,10.0,200.0,3,0.04030306198452591,0.03543821854251994,0.05557395593767174,0.08103200634634998
smact_ewma,20.0,200.0,3,0.01734262192588785,0.023834819325843137,0.025539724536390578,0.0331800198017717
smact_ewma,30.0,200.0,3,0.020357813135548835,0.018702207130334325,0.0241509530025924,0.03959032679601174
smact_ewma,40.0,200.0,3,0.023097719701256698,0.025302111746236866,0.029238375925968663,0.04470843170453726
smact_ewma,60.0,200.0,3,0.014156595902560168,0.015482231869875407,0.018091256884198475,0.027731352942630735
smact_ewma,120.0,200.0,3,0.009967223215782861,0.013331628017669295,0.013439382298535214,0.019221255444250282
smact_ewma,200.0,200.0,3,0.0,0.0,0.0,0.0
smact_mean,5.0,200.0,3,0.1254686865943938,0.12145299145299143,0.22497562701415155,0.22977069902178485
