trace_name,configuration_label,run_label,task_id,task_file,workload,failed_attempt_count,recovered_attempt_count,recovery_stopped_count,failed_attempt_runtime_s,total_recovery_queue_wait_s,max_recovery_queue_wait_s,total_recovery_gap_s,max_recovery_gap_s,successful_attempt_runtime_s,recovery_overhead_s,jct_s
venus,or_lug,OR-LUG,623b1144-71bf-4498-8f00-8b886c382a40,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_large_wiki_bs8_2gpu.yaml,gpt2_large_wiki_bs8_2gpu.yaml,1,1,0,27.26935,1155.661311,1155.661311,1155.68878,1155.68878,5286.952849,1182.95813,8552.195332
venus,or_lug,OR-LUG,f56517a4-a85b-4799-94ff-8bd36d10a714,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_xl_wiki_bs2_1gpu.yaml,gpt2_xl_wiki_bs2_1gpu.yaml,1,1,0,49.433498,4970.634431,4970.634431,4970.663973,4970.663973,16667.495095,5020.097471,22832.985264
venus,or_lug,OR-LUG,613a0535-70e8-4a05-bc5c-8b4b17be324a,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs64_1gpu.yaml,vgg16_imagenet_bs64_1gpu.yaml,1,1,0,11.020072,565.83828,565.83828,565.866563,565.866563,3633.710101,576.8866350000001,7648.746616
venus,or_lug,OR-LUG,f724eba5-5f8a-432c-a724-d8c466162372,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_imagenet_bs128_1gpu.yaml,mobilenet_imagenet_bs128_1gpu.yaml,1,1,0,10.257733,4048.491335,4048.491335,4048.514446,4048.514446,2230.673456,4058.772179,10196.878602
venus,or_lug,OR-LUG,a7df4484-8582-43c3-8049-637560dbc8ee,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,bert_base_wiki_bs32_1gpu.yaml,1,1,0,13.232711,2471.206994,2471.206994,2471.236263,2471.236263,1054.568304,2484.468974,12402.796545
venus,or_magm,OR-MAGM,4ff6b904-2151-43a1-a3d5-664a80a1405c,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_large_wiki_bs8_2gpu.yaml,gpt2_large_wiki_bs8_2gpu.yaml,1,1,0,27.227246,1241.628081,1241.628081,1241.656348,1241.656348,4043.644187,1268.883594,7325.680348
venus,or_magm,OR-MAGM,3ef6b49e-0079-4143-a5c5-bcfc1b835711,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs128_1gpu.yaml,resnet50_imagenet_bs128_1gpu.yaml,1,1,0,10.284766,3651.964588,3651.964588,3651.992117,3651.992117,1911.816425,3662.276883,7589.320351
venus,or_magm,OR-MAGM,e50b9fa3-9a51-4e34-ac74-8317d785ac2c,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_xl_wiki_bs2_1gpu.yaml,gpt2_xl_wiki_bs2_1gpu.yaml,1,1,0,42.45022,318.338404,318.338404,318.375941,318.375941,16215.742344,360.826161,21365.187493
venus,or_magm,OR-MAGM,3f3f644e-a436-4014-9ede-78737d17afb1,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_imagenet_bs128_1gpu.yaml,mobilenet_imagenet_bs128_1gpu.yaml,1,1,0,9.927306,3633.255865,3633.255865,3633.285777,3633.285777,1609.647358,3643.213083,11845.056074
venus,or_magm,OR-MAGM,c5d05b76-f27e-4f22-b96a-d5842165781e,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/inception_imagenet_bs64_1gpu.yaml,inception_imagenet_bs64_1gpu.yaml,1,1,0,10.969625,1048.446621,1048.446621,1048.476783,1048.476783,3939.839319,1059.446408,14999.133412
