configuration_label,run_label,policy,estimator,submitted_job_count,completed_job_count,incomplete_job_count,completion_fraction,makespan_s,total_queue_wait_mean_s,total_queue_wait_p50_s,total_queue_wait_p95_s,jct_mean_s,jct_p50_s,jct_p95_s,total_execution_time_mean_s,execution_span_p50_s,total_execution_time_p95_s,successful_attempt_runtime_mean_s,successful_attempt_runtime_p50_s,successful_attempt_runtime_p95_s,failed_attempt_count,recovered_attempt_count,recovery_stopped_job_count,total_failed_attempt_runtime_s,total_recovery_queue_wait_s
aegis_estimator_free,OR-MAGM,OR-MAGM,,60,60,0,1.0,34787.744417,7725.666799266667,10173.283426,13097.7829876,10202.9449451,10870.6416895,15059.679750999996,2477.2478134666667,2166.0366525,5096.019456149998,2475.3380171,2016.0331705,5096.019456149998,6,6,0,114.587782,11029.695698
aegis_horus,EST-MAGM__horus,EST-MAGM,horus,60,60,0,1.0,33331.180479,7015.895979700001,8072.697525,11746.5377607,9745.80171,10648.9591415,14959.215788949998,2729.87886535,2520.9756435,7105.889146849999,2729.87886535,2520.9756435,7105.889146849999,0,0,0,0.0,0.0
exclusive,exclusive,exclusive,,60,60,0,1.0,44446.783741,14463.681754733336,17226.1565375,23847.17636905,16391.221068383333,19684.235861,24677.87237945,1927.5101401833333,1612.691582,3593.6759450499985,1927.5101401833333,1612.691582,3593.6759450499985,0,0,0,0.0,0.0
horus_baseline,HORUS__horus,HORUS,horus,60,60,0,1.0,42002.205148,12997.986791383331,16207.8725465,20515.35239835,14987.758730299998,18272.055629,21470.27675065,1989.7425156666663,1636.5113445,4094.064843249999,1989.7425156666663,1636.5113445,4094.064843249999,0,0,0,0.0,0.0
lucid_baseline,LUCID,LUCID,,60,60,0,1.0,40207.417856,12010.348393866669,14665.451999,18959.61417845,14056.6808723,17001.673678500003,20134.9505634,2046.3025026,1656.680987,4045.276946649998,2046.3025026,1656.680987,4045.276946649998,0,0,0,0.0,0.0
oracle_upper_bound,oracle-MAGM,oracle-MAGM,,60,60,0,1.0,32064.257129,6369.097552833334,7200.575300500001,10359.312516,9371.443799383333,10096.8477715,14290.968853449998,3002.32002595,2455.778949,7087.048377199999,3002.32002595,2455.778949,7087.048377199999,0,0,0,0.0,0.0
