threshold_dir,run_dir,tau_smact,tau_smocc,tau_drama,num_trials,planned_workload_count_sum,admitted_workload_count_sum,admission_fraction,completion_fraction,mean_throughput_gain,median_throughput_gain,mean_slowdown,median_max_slowdown,max_slowdown,p95_max_slowdown,p95_slowdown_mean,failed_started_rows,reject_retry_count,score,manifest,solo_runtime_csv
smact_0p50_smocc_0p55_drama_0p40,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p50_smocc_0p55_drama_0p40,0.5,0.55,0.4,5,22,22,1.0,1.0,1.9751155521809303,1.6692572258282936,1.5147512561318444,1.4206618079454771,2.5334029161767835,2.513618691899463,1.7159412767874571,0,203,0.7796294618471595,,
smact_0p50_smocc_0p55_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p50_smocc_0p55_drama_0p50,0.5,0.55,0.5,5,22,22,1.0,1.0,1.981440243951853,1.673680463141328,1.510078827045973,1.4201659868846708,2.5300530151021774,2.5108159844359115,1.7132919021170665,0,199,0.7831615512103535,,
smact_0p50_smocc_0p55_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p50_smocc_0p55_drama_0p60,0.5,0.55,0.6,5,22,22,1.0,1.0,1.9621309879506996,1.6566606162460218,1.45514244870093,1.423992065554401,2.5401100323159205,2.437231778569191,1.7043020669972613,0,251,0.7724590521622978,,
smact_0p50_smocc_0p65_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p50_smocc_0p65_drama_0p20,0.5,0.65,0.2,5,22,22,1.0,1.0,1.8048305271812946,1.4932559865034882,1.1589131354096422,1.4229401938812554,1.7869016775032822,1.7781708147045827,1.4085080098304201,0,688,1.0100334841607308,,
smact_0p50_smocc_0p65_drama_0p40,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p50_smocc_0p65_drama_0p40,0.5,0.65,0.4,5,22,22,1.0,1.0,1.8539383387670374,1.6303945087505698,1.089966411263085,1.12776789727886,1.7410999485857357,1.6269442791045914,1.2323496599752715,0,864,1.0648086804396026,,
smact_0p50_smocc_0p65_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p50_smocc_0p65_drama_0p50,0.5,0.65,0.5,5,22,22,1.0,1.0,1.9153564028577095,1.6183210510964678,1.1901280669499124,1.1716470337169085,2.1512382919834527,2.0517039344693875,1.4137745622247064,0,694,0.8903506459490088,,
smact_0p50_smocc_0p65_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p50_smocc_0p65_drama_0p60,0.5,0.65,0.6,5,22,22,1.0,1.0,2.0392753112595123,2.017886222758255,1.4746595146890142,1.4241887812782978,2.53684561310819,2.437269415324519,1.7129818918005708,0,56,0.8038626003578336,,
smact_0p65_smocc_0p20_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p20_drama_0p20,0.65,0.2,0.2,5,22,22,1.0,1.0,1.9571927454103502,1.6727228688142175,1.5480890298524739,1.421790904359384,2.5285095820959187,2.5110510596571274,1.7848205619184103,0,222,0.774049961791327,,
smact_0p65_smocc_0p20_drama_0p30,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p20_drama_0p30,0.65,0.2,0.3,5,22,22,1.0,1.0,1.9660636598059562,1.670591928420239,1.5387782389989906,1.4188498559461704,2.5458788216348944,2.5236602274096485,1.7858286496179836,0,217,0.7722534329200332,,
smact_0p65_smocc_0p20_drama_0p40,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p20_drama_0p40,0.65,0.2,0.4,5,22,22,1.0,1.0,1.9663318607260372,1.6700865271072056,1.5339771521335366,1.4197846288292983,2.5373686164782647,2.5149753618344364,1.7831784382039895,0,207,0.7749492320336189,,
smact_0p65_smocc_0p20_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p20_drama_0p50,0.65,0.2,0.5,5,22,22,1.0,1.0,1.9789313509194915,1.67040545465676,1.5348174465514,1.4190178216311056,2.548005712416422,2.5266605122963925,1.7866434383207241,0,201,0.7766589145684276,,
smact_0p65_smocc_0p20_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p20_drama_0p60,0.65,0.2,0.6,5,22,22,1.0,1.0,1.8458475399692638,1.5437679079534616,1.142326957682159,1.421065969909659,1.7472525006450708,1.7037020049658664,1.3537753166830093,0,728,1.056428615376308,,
smact_0p65_smocc_0p35_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p35_drama_0p20,0.65,0.35,0.2,5,22,22,1.0,1.0,1.9767280412773551,1.6720683595798116,1.5379252069299643,1.4218142141889307,2.5318051560275987,2.513448269112425,1.783404292725552,0,195,0.7807583599279972,,
smact_0p65_smocc_0p35_drama_0p30,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p35_drama_0p30,0.65,0.35,0.3,5,22,22,1.0,1.0,1.9702095706959966,1.6707066030746185,1.5405318955032907,1.4218382298091363,2.5312823985974706,2.513739259824432,1.7843743446629579,0,190,0.7783444359221426,,
smact_0p65_smocc_0p35_drama_0p40,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p35_drama_0p40,0.65,0.35,0.4,5,22,22,1.0,1.0,1.9655864722184773,1.670013698748411,1.5450557180593363,1.42166541103268,2.539059665913117,2.5191025281245,1.786250810003645,0,184,0.7741395362253518,,
smact_0p65_smocc_0p35_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p35_drama_0p50,0.65,0.35,0.5,5,22,22,1.0,1.0,1.7959388883070893,1.5270145679850584,1.045084213843001,1.0789078004236166,1.2590598626250735,1.2308856508321757,1.105229671354249,0,989,1.426412628675694,,
smact_0p65_smocc_0p35_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p35_drama_0p60,0.65,0.35,0.6,5,22,22,1.0,1.0,1.903150154904391,1.672544655372303,1.3422345673100555,1.4222137479152523,2.44811066659336,2.3045027960183075,1.534516540790769,0,451,0.7773954751615447,,
smact_0p65_smocc_0p45_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p45_drama_0p20,0.65,0.45,0.2,5,22,22,1.0,1.0,1.8022385738510784,1.5252775989312717,1.092220414836286,1.1114399111372306,1.4190301448609275,1.3740114176019298,1.162436890516235,0,794,1.270049533745252,,
smact_0p65_smocc_0p45_drama_0p30,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p45_drama_0p30,0.65,0.45,0.3,5,22,22,1.0,1.0,1.8402708050825587,1.5197092089436526,1.1318845010876397,1.1949760550510362,1.75059934121151,1.684511341211167,1.2860504397583141,0,737,1.0512232935087198,,
smact_0p65_smocc_0p45_drama_0p40,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p45_drama_0p40,0.65,0.45,0.4,5,22,22,1.0,1.0,1.9157077471437485,1.620175363561975,1.1921359161442282,1.4235560618134155,1.7312270283363749,1.7309808164698568,1.4138716901313026,0,586,1.1065606738965084,,
smact_0p65_smocc_0p45_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p45_drama_0p50,0.65,0.45,0.5,5,22,22,1.0,1.0,1.9573647140434283,1.6716686773628806,1.3765740906773725,1.4220740388404112,2.431756074634225,2.3743500083006923,1.6404517345986875,0,382,0.8049181965497288,,
smact_0p65_smocc_0p45_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p45_drama_0p60,0.65,0.45,0.6,5,22,22,1.0,1.0,1.969978400550168,1.6730607138046345,1.5401991993958628,1.4237988538000583,2.5381195340177305,2.5168188618752443,1.7850282168183376,0,229,0.7761566680162536,,
smact_0p65_smocc_0p55_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p55_drama_0p20,0.65,0.55,0.2,5,22,22,1.0,1.0,1.9557738002359373,1.6680378302937895,1.3518929972920097,1.4181681933343615,2.4235862643206327,2.2835735678304014,1.551233293898856,0,357,0.806975113297306,,
smact_0p65_smocc_0p55_drama_0p30,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p55_drama_0p30,0.65,0.55,0.3,5,22,22,1.0,1.0,1.9589614259960038,1.6721976081149357,1.3427468590274265,1.419960614294817,2.433478970311467,2.2926772147368846,1.5532875542479474,0,369,0.805004460648892,,
smact_0p65_smocc_0p55_drama_0p40,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p55_drama_0p40,0.65,0.55,0.4,5,22,22,1.0,1.0,1.9604710432368346,1.6689293977863964,1.3499745471697562,1.4254479243055478,2.4302326924493274,2.2909098062696933,1.5544590073943056,0,342,0.8067009588538453,,
smact_0p65_smocc_0p55_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p55_drama_0p50,0.65,0.55,0.5,5,22,22,1.0,1.0,1.945319415439749,1.6725443256345425,1.382308508226194,1.4200033302445147,2.438806623401168,2.380567780325621,1.6397889954233826,0,369,0.7976521782308431,,
smact_0p65_smocc_0p55_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p55_drama_0p60,0.65,0.55,0.6,5,22,22,1.0,1.0,2.067858014856065,2.0609764033138345,1.5685391971113836,1.4227884239058637,2.533667287868969,2.5140533767023414,1.7915964537121152,0,0,0.8161521541351668,,
smact_0p65_smocc_0p65_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p65_drama_0p20,0.65,0.65,0.2,5,22,22,1.0,1.0,1.949884455115452,1.674892850604487,1.3487507087391253,1.4209105523082075,2.438907622976924,2.2985219806924913,1.5560843981599488,0,364,0.7994909018880462,,
smact_0p65_smocc_0p65_drama_0p30,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p65_drama_0p30,0.65,0.65,0.3,5,22,22,1.0,1.0,1.941102726895333,1.6684108291010888,1.37944310470619,1.4205662513853916,2.42748417147044,2.3715538863510774,1.6363877586539537,0,372,0.7996355855616216,,
smact_0p65_smocc_0p65_drama_0p40,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p65_drama_0p40,0.65,0.65,0.4,5,22,22,1.0,1.0,1.9440601991256288,1.6680543197177906,1.3797537952908612,1.421428112626954,2.418527341761028,2.3641465612412254,1.635122062553079,0,371,0.8038198144620021,,
smact_0p65_smocc_0p65_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p65_drama_0p50,0.65,0.65,0.5,5,22,22,1.0,1.0,1.9856888477087409,1.668276655097948,1.5153289025127274,1.4241434108062108,2.5405715569474547,2.5186217134454774,1.715974478511257,0,202,0.781591387291836,,
smact_0p65_smocc_0p65_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p65_smocc_0p65_drama_0p60,0.65,0.65,0.6,5,22,22,1.0,1.0,2.050526228966803,2.03366118878564,1.5745639594328886,1.4245431381565186,2.538003390855773,2.5183005756954238,1.7926248688129758,0,0,0.807928876830775,,
smact_0p80_smocc_0p20_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p20_drama_0p20,0.8,0.2,0.2,5,22,22,1.0,1.0,2.0756067365396054,2.077259968578397,1.5620645906403499,1.4166150354072546,2.532372149518118,2.5128934151487785,1.7896379133788618,0,3,0.8196294280580246,,
smact_0p80_smocc_0p20_drama_0p30,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p20_drama_0p30,0.8,0.2,0.3,5,22,22,1.0,1.0,2.065319733325184,2.043703155737325,1.564358362493371,1.4227041475044493,2.5476509370605545,2.52385497549623,1.7920380982549307,0,5,0.8106761029468669,,
smact_0p80_smocc_0p20_drama_0p40,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p20_drama_0p40,0.8,0.2,0.4,5,22,22,1.0,1.0,2.076189013836365,2.092451088095331,1.5637919030576026,1.42573465019922,2.540495756279882,2.5188672805556007,1.7917534460026083,0,5,0.8172377413755596,,
smact_0p80_smocc_0p20_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p20_drama_0p50,0.8,0.2,0.5,5,22,22,1.0,1.0,2.0779821758365555,2.0803320188005525,1.56635735493752,1.4252535070857435,2.5396238674706764,2.5205783435160747,1.7954530630919379,0,0,0.8182243845054543,,
smact_0p80_smocc_0p20_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p20_drama_0p60,0.8,0.2,0.6,5,22,22,1.0,1.0,2.0507846316983587,2.0127804352433487,1.5675622653310666,1.4189279426259658,2.5377797489059444,2.5170698822567013,1.7906412883874048,0,2,0.8081018979611871,,
smact_0p80_smocc_0p35_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p35_drama_0p20,0.8,0.35,0.2,5,22,22,1.0,1.0,2.0664287145808458,2.051363173284134,1.5641253395837276,1.4188489190559153,2.535408823196702,2.516640879591255,1.7911912839427035,0,1,0.8150278155045011,,
smact_0p80_smocc_0p35_drama_0p30,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p35_drama_0p30,0.8,0.35,0.3,5,22,22,1.0,1.0,2.069418783219221,2.078149286349035,1.5614156789870157,1.4251839336153995,2.540914377583668,2.5195234736568652,1.7919698264712711,0,2,0.8144386137037704,,
smact_0p80_smocc_0p35_drama_0p40,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p35_drama_0p40,0.8,0.35,0.4,5,22,22,1.0,1.0,2.0672275110048597,2.088507262142582,1.5664509583961739,1.4193553457144092,2.5401082209947603,2.5200567499306143,1.792436058198692,0,2,0.8138344240291028,,
smact_0p80_smocc_0p35_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p35_drama_0p50,0.8,0.35,0.5,5,22,22,1.0,1.0,2.073987183246975,2.019965085127988,1.5652675204992264,1.4227143158866846,2.541220166071064,2.520924137362616,1.7938085190249367,0,3,0.8161383302941163,,
smact_0p80_smocc_0p35_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p35_drama_0p60,0.8,0.35,0.6,5,22,22,1.0,1.0,2.0698742841770983,2.060124510251157,1.5716981713677385,1.4265801436869714,2.5461007397066537,2.524436928448122,1.7953017819640293,0,1,0.8129585180575285,,
smact_0p80_smocc_0p45_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p45_drama_0p20,0.8,0.45,0.2,5,22,22,1.0,1.0,2.085972585891821,2.052743090446247,1.5685580664342758,1.4214119634808693,2.548912041311405,2.5276629385794274,1.795076498729,0,2,0.8183776262513149,,
smact_0p80_smocc_0p45_drama_0p30,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p45_drama_0p30,0.8,0.45,0.3,5,22,22,1.0,1.0,2.070689712869135,2.0305526311399373,1.5672692552358047,1.4172505155754218,2.5429392472623493,2.522371077160823,1.7924120630622347,0,2,0.8142898872233681,,
smact_0p80_smocc_0p45_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p45_drama_0p50,0.8,0.45,0.5,5,22,22,1.0,1.0,2.070984144719447,2.041360093072103,1.5659647248980035,1.4255032383062094,2.541935756601977,2.5192102478137928,1.7929894414761847,0,4,0.814727177640362,,
smact_0p80_smocc_0p45_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p45_drama_0p60,0.8,0.45,0.6,5,22,22,1.0,1.0,2.0712091809910733,2.06556908075226,1.5673859603659817,1.4250166737211234,2.5404054338133544,2.5199502034006804,1.7936957513115517,0,1,0.8153065465153019,,
smact_0p80_smocc_0p55_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p55_drama_0p20,0.8,0.55,0.2,5,22,22,1.0,1.0,2.0687871045931883,2.044390247660856,1.5699645502585526,1.4205678378528903,2.549296703466411,2.526801563704765,1.793853098803006,0,1,0.8115128779557715,,
smact_0p80_smocc_0p55_drama_0p30,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p55_drama_0p30,0.8,0.55,0.3,5,22,22,1.0,1.0,2.0566677127590474,2.046624030986212,1.5658556252417544,1.420587400121417,2.536943174613421,2.5145598156138065,1.790142616498058,0,3,0.8106873395272017,,
smact_0p80_smocc_0p55_drama_0p40,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p55_drama_0p40,0.8,0.55,0.4,5,22,22,1.0,1.0,2.056583093239925,2.025991128835364,1.5676019949112479,1.4167874044763888,2.5342393343209304,2.5147926405762213,1.7897455575003671,0,1,0.8115188906540285,,
smact_0p80_smocc_0p55_drama_0p50,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p55_drama_0p50,0.8,0.55,0.5,5,22,22,1.0,1.0,2.0659013512064424,2.049308742148785,1.5662877515549312,1.422242148181852,2.535980607319392,2.5164998232872784,1.7913965872862019,0,1,0.8146360998360167,,
smact_0p80_smocc_0p55_drama_0p60,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p55_drama_0p60,0.8,0.55,0.6,5,22,22,1.0,1.0,2.062874020857121,2.042469747207269,1.5693923470993778,1.421016733203786,2.5339309038030158,2.513789179896338,1.789748512830301,0,0,0.8141003441574055,,
smact_0p80_smocc_0p65_drama_0p20,evaluation/threshold_sensitivity/results/threshold_sweep_v1_fixed_grid/smact_0p80_smocc_0p65_drama_0p20,0.8,0.65,0.2,5,22,22,1.0,1.0,2.0579423196532156,2.062997828183283,1.5673040104590348,1.4238170419628775,2.5427432560669168,2.5201699022084005,1.792144327729229,0,2,0.809339407249639,,
