trial_id,settings,best_throughput_gain,worst_throughput_gain,median_throughput_gain,best_max_slowdown,worst_max_slowdown,total_reject_retries
imagenet_diverse_reverse_5jobs,122,1.663302930282344,0.9987305331253312,1.6541506218131068,0.9990364598614696,2.553506613581787,12051
imagenet_diverse_5jobs,122,1.675236668198755,0.996577099223081,1.6698866502069107,1.000101937174284,2.44811066659336,7487
cifar_llama_imagenet_4jobs,122,2.3720433316663967,1.0802170965584543,2.3006213469373487,0.9941862471003918,1.4274808512404236,5564
mixed_imagenet_cifar_llama_4jobs,122,2.102612094578288,1.046238272744246,1.663695818149176,0.989041601577498,1.417719198048505,15155
mixed_reverse_llama_cifar_imagenet_4jobs,122,2.720830615789911,1.0375813348793854,2.635939507447035,0.9894824209343944,1.184138292337438,4818
