trace_name,configuration_label,run_label,task_id,task_file,workload,failed_attempt_count,recovered_attempt_count,recovery_stopped_count,failed_attempt_runtime_s,total_recovery_queue_wait_s,max_recovery_queue_wait_s,total_recovery_gap_s,max_recovery_gap_s,successful_attempt_runtime_s,recovery_overhead_s,jct_s
saturn,or_lug,OR-LUG,c97cf9e8-9db3-4b99-a109-a711979f3f6e,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,bert_base_wiki_bs32_1gpu.yaml,1,1,0,15.511741,2048.397998,2048.397998,2048.425596,2048.425596,1032.669241,2063.937337,8454.02641
saturn,or_lug,OR-LUG,242b09bd-61bc-41b0-b79a-374ffc39171f,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xlnet_large_cased_wiki_bs4_2gpu.yaml,xlnet_large_cased_wiki_bs4_2gpu.yaml,1,1,0,313.117612,3053.350858,3053.350858,3053.3804,3053.3804,5867.204656,3366.498012,16580.089736
saturn,or_lug,OR-LUG,6ddde0f4-6508-4bca-ab1f-5af50b4a3a55,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/maskrcnn_coco_bs8_1gpu.yaml,maskrcnn_coco_bs8_1gpu.yaml,1,1,0,61.025477,4049.94183,4049.94183,4049.968758,4049.968758,6957.259441,4110.994235,18506.96513
saturn,or_lug,OR-LUG,7281fce6-1a0c-4c90-b22c-b8c7a39cbba0,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_xl_wiki_bs2_1gpu.yaml,gpt2_xl_wiki_bs2_1gpu.yaml,1,1,0,41.932428,6818.117965,6818.117965,6818.146373,6818.146373,14768.024093,6860.078801,32843.576727
saturn,or_lug,OR-LUG,8dfaa6f7-b003-4a62-b965-26cf7e589e82,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_large_wiki_bs8_2gpu.yaml,gpt2_large_wiki_bs8_2gpu.yaml,1,1,0,28.698885,5153.106922,5153.106922,5153.135691,5153.135691,5225.415777,5181.834576,28490.079231
saturn,or_magm,OR-MAGM,dbc7c721-70a2-409c-835a-85df6b689b16,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/llama3_width_8layer_wiki_bs1_1gpu.yaml,llama3_width_8layer_wiki_bs1_1gpu.yaml,1,1,0,56.460847,1356.969326,1356.969326,1356.994774,1356.994774,2395.833694,1413.455621,6757.293543
saturn,or_magm,OR-MAGM,6a1bf6e0-9a48-48a0-b6d8-12462b86954a,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_xl_wiki_bs2_1gpu.yaml,gpt2_xl_wiki_bs2_1gpu.yaml,1,1,0,41.215316,4293.593463,4293.593463,4293.619771,4293.619771,17295.742639,4334.8350869999995,31018.540856
saturn,or_magm,OR-MAGM,b0e5b8cb-a010-4623-a524-cc46106dae14,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_large_wiki_bs8_2gpu.yaml,gpt2_large_wiki_bs8_2gpu.yaml,1,1,0,28.370497,3456.843537,3456.843537,3456.877119,3456.877119,5223.295715,3485.247616,25304.172259
saturn,or_rr,OR-RR,7dd9436c-8db1-474a-9720-0c58e7eb00d2,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/llama3_width_8layer_wiki_bs1_1gpu.yaml,llama3_width_8layer_wiki_bs1_1gpu.yaml,1,1,0,66.190716,4205.564642,4205.564642,4205.592359,4205.592359,2500.558653,4271.783075,6908.26589
saturn,or_rr,OR-RR,89f98092-e526-4f41-97cf-2941615397e7,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs64_1gpu.yaml,xception_imagenet_bs64_1gpu.yaml,1,1,0,11.807817,2271.128849,2271.128849,2271.159193,2271.159193,3015.26952,2282.96701,9116.841711
