configuration_label,run_label,policy,estimator,submitted_job_count,completed_job_count,incomplete_job_count,completion_fraction,makespan_s,total_queue_wait_mean_s,total_queue_wait_p50_s,total_queue_wait_p95_s,jct_mean_s,jct_p50_s,jct_p95_s,total_execution_time_mean_s,execution_span_p50_s,total_execution_time_p95_s,successful_attempt_runtime_mean_s,successful_attempt_runtime_p50_s,successful_attempt_runtime_p95_s,failed_attempt_count,recovered_attempt_count,recovery_stopped_job_count,total_failed_attempt_runtime_s,total_recovery_queue_wait_s
exclusive,exclusive,exclusive,,60,60,0,1.0,42633.526644,16928.3363411,17441.126776999998,29115.10709685,18823.171411916668,19536.928526,30761.54493585,1894.8059101666663,1626.6446274999998,3520.1947086999985,1894.8059101666663,1626.6446274999998,3520.1947086999985,0,0,0,0.0,0.0
or_lug,OR-LUG,OR-LUG,,60,60,0,1.0,33560.159135,8677.038849166667,9916.1222775,16953.24469015,11972.05855908333,11838.438799,21465.0252607,3294.9926142333343,2734.149766,8089.4102219499955,3294.3588016833337,2734.149766,8073.867933149995,3,3,0,38.028753,13515.026035
or_magm,OR-MAGM,OR-MAGM,,60,60,0,1.0,30208.227242,8686.463268366668,9864.1332585,15885.16814425,11915.943266683336,11665.0885075,20698.911821899997,3229.4512844333326,2692.075204,7443.161986849997,3228.944029133333,2662.057146,7443.161986849997,3,3,0,30.435317999999995,7824.864166
or_rr,OR-RR,OR-RR,,60,60,0,1.0,33521.772581,9097.988836166664,8327.101525,19721.913055699995,12528.219089616665,12084.9912155,21231.12264669999,3430.199614983334,3452.687714,6576.5505079,3427.266492366667,3325.4766535,6574.461328699999,8,8,0,175.98735699999995,32474.338447
