task_file,workload,num_gpus,estimator,yaml_field,peak_memory_mib,estimate_mib,error_mib,abs_error_mib,estimate_to_peak_ratio,underestimates,severe_underestimates,overestimates,severe_overestimates,extreme_overestimates
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs64_20e_1gpu.yaml,resnet18_cifar100_bs64_20e_1gpu.yaml,1,HorusMem,horus_mib,798.0,3620.3953,2822.3953,2822.3953,4.536836215538847,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs64_20e_1gpu.yaml,resnet18_cifar100_bs64_20e_1gpu.yaml,1,FakeTensorMem,faketensor_mib,798.0,66.75673676,-731.24326324,731.24326324,0.08365505859649122,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs64_20e_1gpu.yaml,resnet18_cifar100_bs64_20e_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,798.0,8000.0,7202.0,7202.0,10.025062656641603,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs64_50e_1gpu.yaml,resnet18_cifar100_bs64_50e_1gpu.yaml,1,HorusMem,horus_mib,798.0,3620.3953,2822.3953,2822.3953,4.536836215538847,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs64_50e_1gpu.yaml,resnet18_cifar100_bs64_50e_1gpu.yaml,1,FakeTensorMem,faketensor_mib,798.0,66.75673676,-731.24326324,731.24326324,0.08365505859649122,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs64_50e_1gpu.yaml,resnet18_cifar100_bs64_50e_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,798.0,8000.0,7202.0,7202.0,10.025062656641603,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs128_20e_1gpu.yaml,resnet34_cifar100_bs128_20e_1gpu.yaml,1,HorusMem,horus_mib,1076.0,11409.6445,10333.6445,10333.6445,10.603758828996282,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs128_20e_1gpu.yaml,resnet34_cifar100_bs128_20e_1gpu.yaml,1,FakeTensorMem,faketensor_mib,1076.0,145.3094711,-930.6905289,930.6905289,0.13504597685873607,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs128_20e_1gpu.yaml,resnet34_cifar100_bs128_20e_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,1076.0,8000.0,6924.0,6924.0,7.434944237918216,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs128_50e_1gpu.yaml,resnet34_cifar100_bs128_50e_1gpu.yaml,1,HorusMem,horus_mib,1076.0,11409.6445,10333.6445,10333.6445,10.603758828996282,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs128_50e_1gpu.yaml,resnet34_cifar100_bs128_50e_1gpu.yaml,1,FakeTensorMem,faketensor_mib,1076.0,145.3094711,-930.6905289,930.6905289,0.13504597685873607,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs128_50e_1gpu.yaml,resnet34_cifar100_bs128_50e_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,1076.0,8000.0,6924.0,6924.0,7.434944237918216,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs32_20e_1gpu.yaml,resnet34_cifar100_bs32_20e_1gpu.yaml,1,HorusMem,horus_mib,1004.0,3513.4539,2509.4539,2509.4539,3.499456075697211,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs32_20e_1gpu.yaml,resnet34_cifar100_bs32_20e_1gpu.yaml,1,FakeTensorMem,faketensor_mib,1004.0,94.27285004,-909.72714996,909.72714996,0.09389726099601593,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs32_20e_1gpu.yaml,resnet34_cifar100_bs32_20e_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,1004.0,8000.0,6996.0,6996.0,7.968127490039841,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs32_50e_1gpu.yaml,resnet34_cifar100_bs32_50e_1gpu.yaml,1,HorusMem,horus_mib,1004.0,3513.4539,2509.4539,2509.4539,3.499456075697211,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs32_50e_1gpu.yaml,resnet34_cifar100_bs32_50e_1gpu.yaml,1,FakeTensorMem,faketensor_mib,1004.0,94.27285004,-909.72714996,909.72714996,0.09389726099601593,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs32_50e_1gpu.yaml,resnet34_cifar100_bs32_50e_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,1004.0,8000.0,6996.0,6996.0,7.968127490039841,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs64_20e_1gpu.yaml,resnet34_cifar100_bs64_20e_1gpu.yaml,1,HorusMem,horus_mib,1018.0,6145.5171,5127.5171,5127.5171,6.036853732809431,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs64_20e_1gpu.yaml,resnet34_cifar100_bs64_20e_1gpu.yaml,1,FakeTensorMem,faketensor_mib,1018.0,110.7850571,-907.2149429,907.2149429,0.10882618575638507,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs64_20e_1gpu.yaml,resnet34_cifar100_bs64_20e_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,1018.0,8000.0,6982.0,6982.0,7.858546168958743,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs64_50e_1gpu.yaml,resnet34_cifar100_bs64_50e_1gpu.yaml,1,HorusMem,horus_mib,1018.0,6145.5171,5127.5171,5127.5171,6.036853732809431,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs64_50e_1gpu.yaml,resnet34_cifar100_bs64_50e_1gpu.yaml,1,FakeTensorMem,faketensor_mib,1018.0,110.7850571,-907.2149429,907.2149429,0.10882618575638507,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs64_50e_1gpu.yaml,resnet34_cifar100_bs64_50e_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,1018.0,8000.0,6982.0,6982.0,7.858546168958743,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs128_1gpu.yaml,resnet50_imagenet_bs128_1gpu.yaml,1,HorusMem,horus_mib,13238.0,28923.25,15685.25,15685.25,2.184865538600997,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs128_1gpu.yaml,resnet50_imagenet_bs128_1gpu.yaml,1,FakeTensorMem,faketensor_mib,13238.0,10666.00724,-2571.992759999999,2571.992759999999,0.8057113793624415,True,False,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs128_1gpu.yaml,resnet50_imagenet_bs128_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,13238.0,24000.0,10762.0,10762.0,1.8129626831847712,False,False,True,True,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs32_1gpu.yaml,resnet50_imagenet_bs32_1gpu.yaml,1,HorusMem,horus_mib,3944.0,7903.9316,3959.9316,3959.9316,2.0040394523326572,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs32_1gpu.yaml,resnet50_imagenet_bs32_1gpu.yaml,1,FakeTensorMem,faketensor_mib,3944.0,2672.516029,-1271.483971,1271.483971,0.6776156260141988,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs32_1gpu.yaml,resnet50_imagenet_bs32_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,3944.0,16000.0,12056.0,12056.0,4.056795131845842,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs64_1gpu.yaml,resnet50_imagenet_bs64_1gpu.yaml,1,HorusMem,horus_mib,7118.0,14910.3711,7792.3711,7792.3711,2.0947416549592583,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs64_1gpu.yaml,resnet50_imagenet_bs64_1gpu.yaml,1,FakeTensorMem,faketensor_mib,7118.0,5337.0131,-1780.9868999999999,1780.9868999999999,0.7497911070525428,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs64_1gpu.yaml,resnet50_imagenet_bs64_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,7118.0,16000.0,8882.0,8882.0,2.24782242202866,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/unet_voc_1gpu.yaml,unet_voc_1gpu.yaml,1,HorusMem,horus_mib,5636.0,2231.06,-3404.94,3404.94,0.39585876508161816,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/unet_voc_1gpu.yaml,unet_voc_1gpu.yaml,1,FakeTensorMem,faketensor_mib,5636.0,3404.085,-2231.915,2231.915,0.6039895315826828,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/unet_voc_1gpu.yaml,unet_voc_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,5636.0,8000.0,2364.0,2364.0,1.4194464158978,False,False,True,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs128_1gpu.yaml,vgg16_imagenet_bs128_1gpu.yaml,1,HorusMem,horus_mib,21668.0,40000.0,18332.0,18332.0,1.8460402436773122,False,False,True,True,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs128_1gpu.yaml,vgg16_imagenet_bs128_1gpu.yaml,1,FakeTensorMem,faketensor_mib,21668.0,9894.398354,-11773.601646,11773.601646,0.4566364387114639,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs128_1gpu.yaml,vgg16_imagenet_bs128_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,21668.0,24000.0,2332.0,2332.0,1.1076241462063874,False,False,True,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs32_1gpu.yaml,vgg16_imagenet_bs32_1gpu.yaml,1,HorusMem,horus_mib,6680.0,21525.8262,14845.8262,14845.8262,3.2224290718562876,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs32_1gpu.yaml,vgg16_imagenet_bs32_1gpu.yaml,1,FakeTensorMem,faketensor_mib,6680.0,3121.344643,-3558.655357,3558.655357,0.4672671621257485,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs32_1gpu.yaml,vgg16_imagenet_bs32_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,6680.0,16000.0,9320.0,9320.0,2.395209580838323,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs64_1gpu.yaml,vgg16_imagenet_bs64_1gpu.yaml,1,HorusMem,horus_mib,11776.0,40000.0,28224.0,28224.0,3.3967391304347827,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs64_1gpu.yaml,vgg16_imagenet_bs64_1gpu.yaml,1,FakeTensorMem,faketensor_mib,11776.0,5379.029213,-6396.970787,6396.970787,0.4567789752887228,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs64_1gpu.yaml,vgg16_imagenet_bs64_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,11776.0,16000.0,4224.0,4224.0,1.358695652173913,False,False,True,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs128_1gpu.yaml,xception_imagenet_bs128_1gpu.yaml,1,HorusMem,horus_mib,21004.0,31465.3574,10461.3574,10461.3574,1.498065006665397,False,False,True,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs128_1gpu.yaml,xception_imagenet_bs128_1gpu.yaml,1,FakeTensorMem,faketensor_mib,21004.0,16641.80949,-4362.19051,4362.19051,0.7923162011997714,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs128_1gpu.yaml,xception_imagenet_bs128_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,21004.0,24000.0,2996.0,2996.0,1.1426394972386211,False,False,True,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs32_1gpu.yaml,xception_imagenet_bs32_1gpu.yaml,1,HorusMem,horus_mib,5922.0,8531.7305,2609.7304999999997,2609.7304999999997,1.440683975008443,False,False,True,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs32_1gpu.yaml,xception_imagenet_bs32_1gpu.yaml,1,FakeTensorMem,faketensor_mib,5922.0,4166.470619,-1755.5293810000003,1755.5293810000003,0.7035580241472476,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs32_1gpu.yaml,xception_imagenet_bs32_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,5922.0,16000.0,10078.0,10078.0,2.701789935832489,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs64_1gpu.yaml,xception_imagenet_bs64_1gpu.yaml,1,HorusMem,horus_mib,10978.0,16176.2725,5198.272499999999,5198.272499999999,1.47351726179632,False,False,True,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs64_1gpu.yaml,xception_imagenet_bs64_1gpu.yaml,1,FakeTensorMem,faketensor_mib,10978.0,8324.916908,-2653.0830920000008,2653.0830920000008,0.7583272825651302,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs64_1gpu.yaml,xception_imagenet_bs64_1gpu.yaml,1,GPUMemNet,gpumemnet_mib,10978.0,16000.0,5022.0,5022.0,1.4574603752960467,False,False,True,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xlnet_base_cased_wiki_bs8_2gpu.yaml,xlnet_base_cased_wiki_bs8_2gpu.yaml,2,HorusMem,horus_mib,8890.0,3661.7393,-5228.2607,5228.2607,0.41189418447694043,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xlnet_base_cased_wiki_bs8_2gpu.yaml,xlnet_base_cased_wiki_bs8_2gpu.yaml,2,FakeTensorMem,faketensor_mib,8890.0,40000.0,31110.0,31110.0,4.499437570303712,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xlnet_base_cased_wiki_bs8_2gpu.yaml,xlnet_base_cased_wiki_bs8_2gpu.yaml,2,GPUMemNet,gpumemnet_mib,8890.0,16000.0,7110.0,7110.0,1.7997750281214848,False,False,True,True,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xlnet_large_cased_wiki_bs4_2gpu.yaml,xlnet_large_cased_wiki_bs4_2gpu.yaml,2,HorusMem,horus_mib,13798.0,5325.0273,-8472.9727,8472.9727,0.38592747499637625,True,True,False,False,False
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xlnet_large_cased_wiki_bs4_2gpu.yaml,xlnet_large_cased_wiki_bs4_2gpu.yaml,2,FakeTensorMem,faketensor_mib,13798.0,40000.0,26202.0,26202.0,2.8989708653428035,False,False,True,True,True
/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xlnet_large_cased_wiki_bs4_2gpu.yaml,xlnet_large_cased_wiki_bs4_2gpu.yaml,2,GPUMemNet,gpumemnet_mib,13798.0,16000.0,2202.0,2202.0,1.1595883461371213,False,False,True,False,False
