configuration_label,run_label,policy,estimator,submitted_job_count,completed_job_count,incomplete_job_count,completion_fraction,makespan_s,total_queue_wait_mean_s,total_queue_wait_p50_s,total_queue_wait_p95_s,jct_mean_s,jct_p50_s,jct_p95_s,total_execution_time_mean_s,execution_span_p50_s,total_execution_time_p95_s,successful_attempt_runtime_mean_s,successful_attempt_runtime_p50_s,successful_attempt_runtime_p95_s,failed_attempt_count,recovered_attempt_count,recovery_stopped_job_count,total_failed_attempt_runtime_s,total_recovery_queue_wait_s
aegis_lug_no_thresholds,aegis_lug_no_thresholds,OR-LUG,,60,60,0,1.0,36005.578222,7600.311338616667,5556.9777825,24526.47897555,10921.718722566666,9197.009656,25855.92625559999,3321.3780594666664,3482.734653,7622.922761649997,3317.9049341166665,3209.3728665,7622.922761649997,6,6,0,208.387521,25532.866491000004
aegis_lug_thresholded,aegis_lug_thresholded,OR-LUG,,60,60,0,1.0,35073.639877,6659.037473616668,5415.115293,23190.8412819,9985.667671616664,7986.8693865,24464.19937734999,3326.602401116667,3300.425574,7023.84977925,3318.9309654000003,3300.425574,6965.875576099999,5,5,0,460.286143,21122.915573
aegis_magm_no_thresholds,aegis_magm_no_thresholds,OR-MAGM,,60,60,0,1.0,32691.061447,6748.818481333333,5941.108478,23288.86198145,10108.296671333335,8599.00792,24554.736802699987,3359.4482046166668,3433.8648715,6806.379298749998,3356.0373229,3105.136332,6806.379298749998,6,6,0,204.652903,23843.031181
aegis_magm_thresholded,aegis_magm_thresholded,OR-MAGM,,60,60,0,1.0,33248.588372,6696.877182266666,6102.7247515,20007.27915915,10037.939477550002,8453.5499785,21282.53611709999,3341.034022966667,2716.465265,9147.405206049998,3338.9332453,2620.785529,9147.405206049998,3,3,0,126.04666,9107.406326
exclusive,exclusive,exclusive,,60,60,0,1.0,47406.446032,15241.4198891,13580.08052,36809.21193444999,17207.521583016667,14278.9171955,40915.85173475,1966.0740971833336,1678.538042,3581.0628991999984,1966.0740971833336,1678.538042,3581.0628991999984,0,0,0,0.0,0.0
