configuration_label,run_label,policy,estimator,submitted_job_count,completed_job_count,incomplete_job_count,completion_fraction,makespan_s,initial_queue_wait_mean_s,initial_queue_wait_p50_s,initial_queue_wait_p95_s,jct_mean_s,jct_p50_s,jct_p95_s,execution_span_mean_s,execution_span_p50_s,execution_span_p95_s,successful_attempt_runtime_mean_s,successful_attempt_runtime_p50_s,successful_attempt_runtime_p95_s,failed_attempt_count,recovered_attempt_count,recovery_stopped_job_count,total_failed_attempt_runtime_s,total_recovery_queue_wait_s
aegis_estimator_free,OR-MAGM,OR-MAGM,,60,60,0,1.0,29084.351803,2657.9395191333338,260.583204,8680.026289450001,10697.72694465,9134.723962,25738.38071085,8034.525587566668,5769.4111565,25097.4586833,8034.525587566668,5769.4111565,25097.4586833,0,0,0,0.0,0.0
aegis_horus,EST-MAGM__horus,EST-MAGM,horus,60,60,0,1.0,30083.182226,4213.462686366667,3891.9709755,11674.6170431,8854.078525616667,8150.5134495,18680.6592538,4637.478026733333,4015.8357565,9700.202011799996,4637.478026733333,4015.8357565,9700.202011799996,0,0,0,0.0,0.0
exclusive,exclusive,exclusive,,60,60,0,1.0,33743.977712,7197.593404883333,6119.891202000001,15054.093700999998,10427.558503949998,9638.432242,21829.3143576,3227.54111835,1750.189023,8747.967757249997,3227.54111835,1750.189023,8747.967757249997,0,0,0,0.0,0.0
horus_baseline,HORUS__horus,HORUS,horus,60,60,0,1.0,24439.400811,4792.06108765,3978.135212,10645.3729143,8576.569013183333,7831.042096499999,18559.4117244,3781.684272366666,2677.0512845000003,9577.045473599996,3781.684272366666,2677.0512845000003,9577.045473599996,0,0,0,0.0,0.0
lucid_baseline,LUCID,LUCID,,60,60,0,1.0,25557.528372,4236.703929866667,3734.8780455,11020.937683,8052.844448266667,7652.711203999999,17726.91259245,3813.3540268,2835.150982,8692.75787525,3813.3540268,2835.150982,8692.75787525,0,0,0,0.0,0.0
oracle_upper_bound,oracle-MAGM,oracle-MAGM,,60,60,0,1.0,25291.475065,3147.5005795166667,326.850065,11661.6524879,9062.83942225,8693.9179635,18073.3169582,5911.253489066668,5105.0117355,12995.594868999997,5911.253489066668,5105.0117355,12995.594868999997,0,0,0,0.0,0.0
