configuration_label,run_label,policy,estimator,submitted_job_count,completed_job_count,incomplete_job_count,completion_fraction,makespan_s,total_queue_wait_mean_s,total_queue_wait_p50_s,total_queue_wait_p95_s,jct_mean_s,jct_p50_s,jct_p95_s,total_execution_time_mean_s,execution_span_p50_s,total_execution_time_p95_s,successful_attempt_runtime_mean_s,successful_attempt_runtime_p50_s,successful_attempt_runtime_p95_s,failed_attempt_count,recovered_attempt_count,recovery_stopped_job_count,total_failed_attempt_runtime_s,total_recovery_queue_wait_s
aegis_estimator_free,OR-MAGM,OR-MAGM,,60,60,0,1.0,33248.588372,6696.877182266666,6102.7247515,20007.27915915,10037.939477550002,8453.5499785,21282.53611709999,3341.034022966667,2716.465265,9147.405206049998,3338.9332453,2620.785529,9147.405206049998,3,3,0,126.04666,9107.406326
aegis_horus,EST-MAGM__horus,EST-MAGM,horus,60,60,0,1.0,33852.00443,7884.1484305,6382.987196,24489.19435895,10764.859562283333,8852.7644535,26126.27320659999,2880.683842283333,2675.7808525,7015.04642555,2879.9280908500004,2650.318841,6985.91880995,2,2,0,45.345086,4313.722553
exclusive,exclusive,exclusive,,60,60,0,1.0,47406.446032,15241.4198891,13580.08052,36809.21193444999,17207.521583016667,14278.9171955,40915.85173475,1966.0740971833336,1678.538042,3581.0628991999984,1966.0740971833336,1678.538042,3581.0628991999984,0,0,0,0.0,0.0
horus_baseline,HORUS__horus,HORUS,horus,60,60,0,1.0,43228.082408,12408.858782016663,9268.057966,32507.285443099987,14413.13597355,11335.617981,36628.716509,2004.24925765,1681.995223,3678.641595899999,2004.034154983333,1681.995223,3678.641595899999,1,1,0,12.90616,196.495674
lucid_baseline,LUCID,LUCID,,60,60,0,1.0,40385.670202,10669.53395075,8486.533898000001,29630.490788950003,12808.471385783334,10011.114007,31216.517703799997,2138.9085635666665,1740.274815,4127.679195799997,2138.9085635666665,1740.274815,4127.679195799997,0,0,0,0.0,0.0
oracle_upper_bound,oracle-MAGM,oracle-MAGM,,60,60,0,1.0,32342.829011,5922.936589433334,4075.2596505,20841.6243042,9963.53444838333,8276.094092,22467.158829799988,4040.5712137,3749.423937,8024.737497199995,4040.5712137,3749.423937,8024.737497199995,0,0,0,0.0,0.0
