run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
aegis_magm_thresholded,0.5131315383471536,0.4393866995985053,0.5341424770175403,0.49383012204398563,AEGIS-MAGM
aegis_lug_thresholded,0.512574813869916,0.4369040103920318,0.4043983486467762,0.44907363218910573,AEGIS-LUG
aegis_magm_no_thresholds,0.4938039580566849,0.4427946038124567,0.4843584420387316,0.47312357264755783,AEGIS-MAGM no thresholds
aegis_lug_no_thresholds,0.4974769286219638,0.4986616334907274,0.4348498784187534,0.47603558378815325,AEGIS-LUG no thresholds
