run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
aegis_magm_thresholded,0.633046525791054,0.5833460344142275,0.622463994752669,0.6125742049601697,AEGIS-MAGM
aegis_lug_thresholded,0.6360277073981274,0.5803083043331605,0.5472625742245212,0.5867370638791932,AEGIS-LUG
aegis_magm_no_thresholds,0.66560954194829,0.5874347809221948,0.6162410253681558,0.6222667578608893,AEGIS-MAGM no thresholds
aegis_lug_no_thresholds,0.6530982346861015,0.6347060888388535,0.5641049766157112,0.6160798933537538,AEGIS-LUG no thresholds
