run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
aegis_magm_thresholded,1.7043704936244743,1.6993428822205374,1.2852061121873246,1.5497890998333714,AEGIS-MAGM
aegis_lug_thresholded,1.7389604901240296,1.6920025577278464,1.6192836051884345,1.6826916885426801,AEGIS-LUG
aegis_magm_no_thresholds,2.200527626239344,1.7087088474587655,1.6058570873574027,1.8209607941057786,AEGIS-MAGM no thresholds
aegis_lug_no_thresholds,2.043424188976395,1.6893453121756643,1.534004059957249,1.7430151289150828,AEGIS-LUG no thresholds
