run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
aegis_magm_thresholded,0.672882713305376,0.5201538087260357,0.61025032950331,0.59775936962119,AEGIS-MAGM
aegis_lug_thresholded,0.6977876210529437,0.5979149483663918,0.5690054236804086,0.6191934581577254,AEGIS-LUG
aegis_magm_no_thresholds,0.7219280191684677,0.600127719737667,0.623254891667966,0.6463500105788059,AEGIS-MAGM no thresholds
aegis_lug_no_thresholds,0.6456293690472023,0.6319293173516034,0.6014866168450789,0.6260743580879411,AEGIS-LUG no thresholds
