experiment_name,run_label,display_name,run_dir,job_count,completed_job_count,completion_fraction,makespan_s,jct_mean_s,jct_p50_s,jct_p95_s,jct_p99_s,queue_wait_mean_s,queue_wait_p95_s,failed_attempt_count,recovered_attempt_count,total_recovery_queue_wait_s
legacy_zeus_philly_legacy_exclusive__philly_legacy__rep01__exclusive,exclusive,Exclusive,evaluation/experiments/results/legacy_zeus_completed_snapshot__philly_legacy__rep01__exclusive/20260628-151203/exclusive,60,60,1.0,30774.7296,5487.914242100001,3316.704414,16874.40155195,18583.140509719993,2482.5085817166664,10697.017403599997,0,0,0.0
legacy_zeus_philly_legacy_fixed_smi70__philly_legacy__rep01__fixed_smi70,fixed_smi70,fixed_smi70,evaluation/experiments/results/legacy_zeus_completed_snapshot__philly_legacy__rep01__fixed_smi70/20260629-190648/OR-MAGM,60,60,1.0,29777.814354,5310.983144566667,3567.1829005,15189.6220353,16901.519641749986,1484.1014501833333,6529.57163935,0,0,0.0
legacy_zeus_philly_legacy_fixed_smi80__philly_legacy__rep01__fixed_smi80,fixed_smi80,fixed_smi80,evaluation/experiments/results/legacy_zeus_completed_snapshot__philly_legacy__rep01__fixed_smi80/20260629-101025/OR-MAGM,60,60,1.0,30369.682078,5351.64970435,4350.680969,15418.674533500001,17275.355203119987,1385.0395166333333,6630.0473353,0,0,0.0
legacy_zeus_philly_legacy_memory_only_interference__philly_legacy__rep01__memory_only_interference,memory_only_interference,memory_only_interference,evaluation/experiments/results/legacy_zeus_completed_snapshot__philly_legacy__rep01__memory_only_interference/20260629-001510/OR-MAGM,60,60,1.0,33900.519695,5549.608726250001,4661.555737,16901.8856483,19821.39589104998,990.8329738333334,6297.61790945,1,1,5805.777193
