configuration_label,run_label,policy,estimator,submitted_job_count,completed_job_count,incomplete_job_count,completion_fraction,makespan_s,total_queue_wait_mean_s,total_queue_wait_p50_s,total_queue_wait_p95_s,jct_mean_s,jct_p50_s,jct_p95_s,total_execution_time_mean_s,execution_span_p50_s,total_execution_time_p95_s,successful_attempt_runtime_mean_s,successful_attempt_runtime_p50_s,successful_attempt_runtime_p95_s,failed_attempt_count,recovered_attempt_count,recovery_stopped_job_count,total_failed_attempt_runtime_s,total_recovery_queue_wait_s
exclusive,exclusive,exclusive,,60,60,0,1.0,44446.783741,14463.681754733336,17226.1565375,23847.17636905,16391.221068383333,19684.235861,24677.87237945,1927.5101401833333,1612.691582,3593.6759450499985,1927.5101401833333,1612.691582,3593.6759450499985,0,0,0,0.0,0.0
or_lug,OR-LUG,OR-LUG,,60,60,0,1.0,32878.471162,5849.089016966667,6918.595151,11158.9948241,8970.301836566668,9134.038817,14041.8432288,3121.1855688333326,2767.6123255,8030.181672949997,3119.332012766666,2639.092099,8030.181672949997,5,5,0,111.213364,13211.832351
or_magm,OR-MAGM,OR-MAGM,,60,60,0,1.0,34787.744417,7725.666799266667,10173.283426,13097.7829876,10202.9449451,10870.6416895,15059.679750999996,2477.2478134666667,2166.0366525,5096.019456149998,2475.3380171,2016.0331705,5096.019456149998,6,6,0,114.587782,11029.695698
or_rr,OR-RR,OR-RR,,60,60,0,1.0,36353.333096,8112.863086699999,9893.6055635,13966.34343185,10896.256319366665,11882.658776,17068.127180899995,2783.3590175000004,2414.161282,6389.656549199998,2780.46064585,2082.3463165000003,6389.656549199998,13,13,0,173.90229899999997,28978.871091
