experiment_name,run_label,display_name,run_dir,job_count,completed_job_count,completion_fraction,makespan_s,jct_mean_s,jct_p50_s,jct_p95_s,jct_p99_s,queue_wait_mean_s,queue_wait_p95_s,failed_attempt_count,recovered_attempt_count,total_recovery_queue_wait_s
final_representative_evaluation__venus__rep01__aegis_estimator_free,OR-MAGM,AEGIS,/home/ehyo/AEGIS/evaluation/experiments/results/final_representative_evaluation__venus__rep01__aegis_estimator_free/20260621-195553/OR-MAGM,60,60,1.0,34787.744417,10202.9449451,10870.6416895,15059.679750999996,18425.227175489985,7541.8385376333335,13089.958657899999,6,6,11029.695698
final_representative_evaluation__venus__rep01__exclusive,exclusive,Exclusive,/home/ehyo/AEGIS/evaluation/experiments/results/final_representative_evaluation__venus__rep01__exclusive/20260620-144011/exclusive,60,60,1.0,44446.783741,16391.221068383333,19684.235861,24677.87237945,25321.899042209996,14463.681754733336,23847.17636905,0,0,0.0
final_representative_evaluation_or_placement_sensitivity__venus__rep01__or_lug,OR-LUG,OR-LUG,/home/ehyo/AEGIS/evaluation/experiments/results/final_representative_evaluation_or_placement_sensitivity__venus__rep01__or_lug/20260701-012212/OR-LUG,60,60,1.0,32878.471162,8970.301836566668,9134.038817,14041.843228799999,18562.812756609976,5628.891811116668,11150.9192959,5,5,13211.832351000001
final_representative_evaluation_or_placement_sensitivity__venus__rep01__or_rr,OR-RR,OR-RR,/home/ehyo/AEGIS/evaluation/experiments/results/final_representative_evaluation_or_placement_sensitivity__venus__rep01__or_rr/20260630-151105/OR-RR,60,60,1.0,36353.333096,10896.256319366665,11882.658776,17068.127180899995,19769.253872829988,7629.881901850001,13867.28320495,13,13,28978.871090999997
