trace_name,configuration_label,run_label,completion_fraction,makespan_s,makespan_s_vs_exclusive,makespan_reduction_percent,initial_queue_wait_mean_s,initial_queue_wait_mean_s_vs_exclusive,initial_queue_wait_p95_s,initial_queue_wait_p95_s_vs_exclusive,jct_mean_s,jct_mean_s_vs_exclusive,jct_p95_s,jct_p95_s_vs_exclusive,execution_span_mean_s,execution_span_mean_s_vs_exclusive,execution_span_p95_s,execution_span_p95_s_vs_exclusive,successful_attempt_runtime_mean_s,successful_attempt_runtime_mean_s_vs_exclusive,failed_attempt_count,recovered_attempt_count
philly_legacy,exclusive,exclusive,1.0,30774.7296,1.0,0.0,2482.5085817166664,1.0,10697.017403599995,1.0,5487.914242100001,1.0,16874.40155195,1.0,3003.38204425,1.0,8435.658154299994,1.0,3003.38204425,1.0,0,0
philly_legacy,fixed_smi50,OR-MAGM,1.0,33488.732531,1.0881893347651057,-8.818933476510548,1743.4595456833335,0.7022974899356533,8480.751301549999,0.7928145745276501,5317.712759466667,0.9689861256709064,14270.186692299998,0.8456706833938618,3571.9874718333326,1.189321711059681,10630.672687999995,1.2602066719098988,3571.9874718333326,1.189321711059681,0,0
philly_legacy,fixed_smi60,OR-MAGM,1.0,28567.05098,0.9282632650653736,7.173673493462629,1449.38511675,0.5838389149687222,6635.16462725,0.6202817455468465,5194.301247666665,0.946498253893818,14290.89459105,0.8468978616547471,3742.5815665666655,1.2461223751842925,10978.6269624,1.3014547011727535,3742.5815665666655,1.2461223751842925,0,0
philly_legacy,fixed_smi70,OR-MAGM,1.0,29777.814354,0.9676060436937194,3.2393956306280614,1484.101450183333,0.5978232909700839,6529.57163935,0.6104104904188082,5310.983144566667,0.9677598647267436,15189.6220353,0.9001576730609859,3824.5662457,1.2734198278311493,11070.12065545,1.312300765744889,3824.5662457,1.2734198278311493,0,0
philly_legacy,fixed_smi80,OR-MAGM,1.0,30369.682078,0.9868383076873568,1.3161692312643305,1385.0395166333333,0.557919326778549,6630.0473353,0.6198033606142129,5351.64970435,0.9751700679459128,15418.6745335,0.9137316358172254,3964.2135656333335,1.319916516522716,11080.91135205,1.313579942354778,3964.2135656333335,1.319916516522716,0,0
philly_legacy,horus_baseline,HORUS__horus,1.0,29745.733789,0.9665636116263392,3.343638837366092,1838.1571736,0.7404434317519683,7895.309007649999,0.7380850857541745,5064.1529365666665,0.9227828120413234,15156.3993903,0.8981888539062609,3223.8528133499995,1.073407500561606,10643.892393849996,1.2617737939539877,3223.8528133499995,1.073407500561606,0,0
philly_legacy,lucid_baseline,LUCID,1.0,34400.191618,1.1178064621565351,-11.780646215653512,1443.1637316666668,0.5813328269216747,7146.0274147,0.6680392435647587,5204.772117900001,0.9484062411128982,14894.97863975,0.882696704466461,3759.3271539,1.251697952012886,8926.628328549983,1.0582017627160154,3759.3271539,1.251697952012886,0,0
philly_legacy,memory_only_interference,OR-MAGM,1.0,33900.519695,1.101570026304959,-10.157002630495905,990.8329738333334,0.3991256993553544,6297.61790945,0.58872652738983,5549.608726250001,1.0112418819661426,16901.8856483,1.0016287449522514,4556.113075316665,1.5169941779599374,16622.2970578,1.970480163344095,4458.519255399999,1.4844995374251075,1,1
saturn_legacy,exclusive,exclusive,1.0,33743.977712,1.0,0.0,7197.593404883333,1.0,15054.093700999998,1.0,10427.558503949998,1.0,21829.3143576,1.0,3227.54111835,1.0,8747.967757249997,1.0,3227.54111835,1.0,0,0
saturn_legacy,fixed_smi50,OR-MAGM,1.0,29050.194776,0.8609001293190518,13.90998706809482,5207.175479,0.7234606327535953,12522.5378616,0.8318360513969808,8734.09096145,0.8375969272329178,17831.565726299996,0.816863298323973,3524.2961215166665,1.09194460807315,9276.596877849996,1.0604287916084156,3524.2961215166665,1.09194460807315,0,0
saturn_legacy,fixed_smi60,OR-MAGM,1.0,25113.189408,0.7442272995299327,25.577270047006728,5059.947291016667,0.7030054361758831,12137.12345945,0.8062340849282589,8644.436203966667,0.8289990605847113,17592.256566849992,0.8059005554943207,3581.7068450000006,1.1097323670445007,9132.026340149994,1.043902606131773,3581.7068450000006,1.1097323670445007,0,0
saturn_legacy,fixed_smi70,OR-MAGM,1.0,23758.248082,0.7040737249405874,29.59262750594126,4733.022808799999,0.6575840760314131,12173.73405735,0.8086660212923569,8603.78166765,0.8251003017044551,19731.9810464,0.9039212465933544,3867.84446825,1.198387356325096,10847.129297099991,1.2399599081867083,3867.84446825,1.198387356325096,0,0
saturn_legacy,fixed_smi80,OR-MAGM,1.0,24867.495859,0.7369461914431221,26.305380855687787,4632.051206166667,0.6435555533081336,12013.4071496,0.7980159674973981,8481.517675683333,0.8133752184147902,17238.120101999997,0.7896775784896994,3846.447851483333,1.191757970057941,8982.275569399999,1.0267842564869785,3846.447851483333,1.191757970057941,0,0
saturn_legacy,horus_baseline,HORUS__horus,1.0,24439.400811,0.724259629957878,27.574037004212204,4792.06108765,0.6657865786637437,10645.3729143,0.7071414012517313,8576.569013183333,0.822490615606184,18559.4117244,0.8502058937979624,3781.684272366666,1.171692050913346,9577.045473599996,1.0947737508134834,3781.684272366666,1.171692050913346,0,0
saturn_legacy,lucid_baseline,LUCID,1.0,25557.528372,0.757395248127824,24.2604751872176,4236.703929866667,0.5886278498299446,11020.937683,0.7320890849953932,8052.844448266667,0.7722655735008555,17726.91259245,0.8120691425325631,3813.3540268,1.1815043982304034,8692.75787525,0.993688833391705,3813.3540268,1.1815043982304034,0,0
saturn_legacy,memory_only_interference,OR-MAGM,1.0,29084.351803,0.8619123700006788,13.808762999932124,2657.9395191333338,0.3692816987036261,8680.026289450001,0.5765890967500363,10697.72694465,1.0259090793494623,25738.38071085,1.1790741701371412,8034.525587566668,2.489364284745075,25097.4586833,2.8689473235083818,8034.525587566668,2.489364284745075,0,0
venus_gapfix600,exclusive,exclusive,1.0,25519.795276,1.0,0.0,1337.952075,1.0,6121.7045106,1.0,4381.4511257,1.0,12968.338973149996,1.0,3041.41021395,1.0,10322.228841399998,1.0,3041.41021395,1.0,0,0
venus_gapfix600,fixed_smi50,OR-MAGM,1.0,25757.030926,1.0092961423645552,-0.9296142364555228,801.3220338500001,0.5989168437516719,5275.093027899999,0.8617033080845284,4034.6376987,0.9208450768820132,9722.19309744999,0.7496868425153819,3231.08817705,1.0623651364850444,8615.089870199994,0.8346152756899676,3231.08817705,1.0623651364850444,0,0
venus_gapfix600,fixed_smi60,OR-MAGM,1.0,26194.362637,1.0264331023703153,-2.6433102370315265,916.7302786333332,0.6851742269119268,5109.337450549999,0.8346266046822347,4328.167490566667,0.9878388155876506,10353.27013819998,0.7983497469981062,3409.158334,1.1209136861457407,8667.538644299992,0.8396964238514614,3409.158334,1.1209136861457407,0,0
venus_gapfix600,fixed_smi70,OR-MAGM,1.0,25912.881867,1.0154032031506803,-1.5403203150680334,682.2576277666667,0.5099268056867184,5319.393578049999,0.8689399445594337,3895.7832366333337,0.889153644504234,10056.663628449998,0.7754781587118897,3211.270436816667,1.0558491656559748,8793.969767149994,0.851944856316252,3211.270436816667,1.0558491656559748,0,0
venus_gapfix600,fixed_smi80,OR-MAGM,1.0,25843.677608,1.0126914157616536,-1.2691415761653555,675.7817768166666,0.5050866839282465,5333.291446299999,0.8712102057629817,3894.188466416667,0.8887896623049775,9625.861417849996,0.7422586221550533,3216.20941385,1.0574730758443076,8911.813322249996,0.8633613398016171,3216.20941385,1.0574730758443076,0,0
venus_gapfix600,horus_baseline,HORUS__horus,1.0,26343.254206,1.032267458304198,-3.226745830419797,736.3906098833334,0.5503863880052157,5148.62562385,0.8410444533764949,4065.852092566666,0.9279692905206348,10208.560730449992,0.7871910775609795,3327.266708616667,1.0939881418677206,8509.409948249993,0.8243771843267783,3327.266708616667,1.0939881418677206,0,0
venus_gapfix600,lucid_baseline,LUCID,1.0,25881.797835,1.0141851670471842,-1.41851670471842,517.9202155833334,0.3870992281867296,3148.5786624499992,0.5143303890277777,4027.35725205,0.9191834249678116,10436.95390449999,0.804802675663317,3507.20065315,1.153149495278067,8756.440701949994,0.8483091042149733,3507.20065315,1.153149495278067,0,0
venus_gapfix600,memory_only_interference,OR-MAGM,1.0,27459.488042,1.0760073795664096,-7.600737956640957,14.299489433333331,0.0106875946459691,67.27153219999991,0.010989019820136,4192.495761566666,0.956873793929826,13664.291137799992,1.0536654822248952,4175.913084066667,1.3730186953779058,13648.457681499993,1.3222394011222929,4175.913084066667,1.3730186953779058,0,0
