trace_name,repetition,configuration_label,experiment_name,run_label,policy,estimator,trace_csv,run_dir,git_commit,return_code,timed_out,expected_tasks,submitted_job_count,completed_job_count,incomplete_job_count,completion_fraction,makespan_s,total_attempt_count,failed_attempt_count,recovered_attempt_count,recovery_stopped_job_count,total_recovery_queue_wait_s,total_failed_attempt_runtime_s,risk_smact_threshold,risk_smocc_threshold,risk_drama_threshold,initial_queue_wait_mean_s,initial_queue_wait_p50_s,initial_queue_wait_p95_s,initial_queue_wait_p99_s,jct_mean_s,jct_p50_s,jct_p95_s,jct_p99_s,execution_span_mean_s,execution_span_p50_s,execution_span_p95_s,execution_span_p99_s,successful_attempt_runtime_mean_s,successful_attempt_runtime_p50_s,successful_attempt_runtime_p95_s,successful_attempt_runtime_p99_s,recovery_queue_wait_mean_s,recovery_queue_wait_p50_s,recovery_queue_wait_p95_s,recovery_queue_wait_p99_s,recovery_gap_mean_s,recovery_gap_p50_s,recovery_gap_p95_s,recovery_gap_p99_s
saturn_legacy,1,fixed_smi60,final_representative_evaluation_legacy_zeus_aegis_smi60_fixed__saturn_legacy__rep01__aegis_estimator_free_smi60_fixed,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__fixed_smi60/20260627-045809/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25113.189408,60,0,0,0,0.0,0.0,0.65,0.35,0.5,5059.947291016667,3934.103868,12137.12345945,12260.76139114,8644.436203966667,7907.0101275,17592.256566849992,21809.91831375,3581.7068450000006,2316.815113,9132.026340149994,14243.675365029989,3581.7068450000006,2316.815113,9132.026340149994,14243.675365029989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saturn_legacy,1,fixed_smi70,final_representative_evaluation_legacy_zeus_aegis_smi70_fixed__saturn_legacy__rep01__aegis_estimator_free_smi70_fixed,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__fixed_smi70/20260626-215156/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,23758.248082,60,0,0,0,0.0,0.0,0.65,0.35,0.5,4733.022808799999,3947.987583,12173.73405735,12294.88013946,8603.78166765,7898.237993000001,19731.9810464,21088.492783009995,3867.84446825,2498.7454855,10847.129297099991,15107.810756439989,3867.84446825,2498.7454855,10847.129297099991,15107.810756439989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saturn_legacy,1,fixed_smi80,final_representative_evaluation_legacy_zeus_aegis_smi80_fixed__saturn_legacy__rep01__aegis_estimator_free_smi80_fixed,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__fixed_smi80/20260626-142710/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,24867.495859,60,0,0,0,0.0,0.0,0.65,0.35,0.5,4632.051206166667,3877.489025,12013.4071496,12138.24063178,8481.517675683333,8089.628990499999,17238.120101999997,21383.01696108,3846.447851483333,3510.193634,8982.275569399999,13391.69994868998,3846.447851483333,3510.193634,8982.275569399999,13391.69994868998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saturn_legacy,1,horus_baseline,final_representative_evaluation_legacy_zeus__saturn_legacy__rep01__horus_baseline,HORUS__horus,HORUS,horus,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__horus_baseline/20260623-203217/HORUS__horus,422ecfdb39ad61acef7ae126de9992fbb5ddfc7c,0,False,60,60,60,0,1.0,24439.400811,60,0,0,0,0.0,0.0,0.65,0.35,0.5,4792.06108765,3978.135212,10645.3729143,12707.6186089,8576.569013183333,7831.042096499999,18559.4117244,21257.35537066,3781.684272366666,2677.0512845000003,9577.045473599996,11445.03961638999,3781.684272366666,2677.0512845000003,9577.045473599996,11445.03961638999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saturn_legacy,1,lucid_baseline,final_representative_evaluation_legacy_zeus__saturn_legacy__rep01__lucid_baseline,LUCID,LUCID,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__lucid_baseline/20260624-034952/LUCID,422ecfdb39ad61acef7ae126de9992fbb5ddfc7c,0,False,60,60,60,0,1.0,25557.528372,60,0,0,0,0.0,0.0,0.65,0.35,0.5,4236.703929866667,3734.8780455,11020.937683,11426.632965049996,8052.844448266667,7652.711203999999,17726.91259245,22386.378233199997,3813.3540268,2835.150982,8692.75787525,13023.00407987998,3813.3540268,2835.150982,8692.75787525,13023.00407987998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saturn_legacy,1,memory_only_interference,final_representative_evaluation_legacy_zeus__saturn_legacy__rep01__aegis_estimator_free,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/saturn_legacy_rtx2080ti_seed42_60jobs.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__saturn_legacy__rep01__memory_only_interference/20260623-030541/OR-MAGM,422ecfdb39ad61acef7ae126de9992fbb5ddfc7c,0,False,60,60,60,0,1.0,29084.351803,60,0,0,0,0.0,0.0,0.65,0.35,0.5,2657.9395191333338,260.583204,8680.026289450001,9422.92466958,10697.72694465,9134.723962,25738.38071085,27031.51392413,8034.525587566668,5769.4111565,25097.4586833,26657.04674507,8034.525587566668,5769.4111565,25097.4586833,26657.04674507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
venus_gapfix600,1,exclusive,legacy_zeus_venus_gapfix600_exclusive__venus_gapfix600__rep01__exclusive,exclusive,exclusive,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__exclusive/20260702-105302/exclusive,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25519.795276,60,0,0,0,0.0,0.0,0.65,0.35,0.5,1337.952075,85.94084500000001,6121.7045106,6525.917932449999,4381.4511257,3219.3031465,12968.338973149996,16343.502742219993,3041.41021395,1315.1723305,10322.228841399998,12439.177062769992,3041.41021395,1315.1723305,10322.228841399998,12439.177062769992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
venus_gapfix600,1,fixed_smi50,legacy_zeus_venus_gapfix600_fixed_smi50__venus_gapfix600__rep01__fixed_smi50,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__fixed_smi50/20260704-091630/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25757.030926,60,0,0,0,0.0,0.0,0.65,0.35,0.5,801.3220338500001,4.0915,5275.093027899999,5936.452797029999,4034.6376987,3472.4589235000003,9722.19309744999,17454.596130629994,3231.08817705,1382.429145,8615.089870199994,14049.865677989976,3231.08817705,1382.429145,8615.089870199994,14049.865677989976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
venus_gapfix600,1,fixed_smi60,legacy_zeus_venus_gapfix600_fixed_smi60__venus_gapfix600__rep01__fixed_smi60,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__fixed_smi60/20260703-235943/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,26194.362637,60,0,0,0,0.0,0.0,0.65,0.35,0.5,916.7302786333332,4.820012,5109.337450549999,5876.814695779999,4328.167490566667,3411.5969525,10353.27013819998,17655.746665789997,3409.158334,1690.3987265,8667.538644299992,17621.220565469994,3409.158334,1690.3987265,8667.538644299992,17621.220565469994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
venus_gapfix600,1,fixed_smi70,legacy_zeus_venus_gapfix600_fixed_smi70__venus_gapfix600__rep01__fixed_smi70,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__fixed_smi70/20260703-144731/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25912.881867,60,0,0,0,0.0,0.0,0.65,0.35,0.5,682.2576277666667,4.0841105,5319.393578049999,6079.517399169999,3895.7832366333337,3005.9219965,10056.663628449998,16703.970617,3211.270436816667,1624.987791,8793.969767149994,13230.23577942998,3211.270436816667,1624.987791,8793.969767149994,13230.23577942998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
venus_gapfix600,1,fixed_smi80,legacy_zeus_venus_gapfix600_fixed_smi80__venus_gapfix600__rep01__fixed_smi80,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__fixed_smi80/20260703-053629/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25843.677608,60,0,0,0,0.0,0.0,0.65,0.35,0.5,675.7817768166666,3.78519,5333.291446299999,6160.85569359,3894.188466416667,2619.851294,9625.861417849996,15257.612988389988,3216.20941385,1604.247603,8911.813322249996,11176.147290099998,3216.20941385,1604.247603,8911.813322249996,11176.147290099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
venus_gapfix600,1,horus_baseline,legacy_zeus_venus_gapfix600_horus_baseline__venus_gapfix600__rep01__horus_baseline,HORUS__horus,HORUS,horus,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__horus_baseline/20260704-182602/HORUS__horus,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,26343.254206,60,0,0,0,0.0,0.0,0.65,0.35,0.5,736.3906098833334,4.6513685,5148.62562385,5456.61522685,4065.852092566666,2468.025571,10208.560730449992,17991.85223971999,3327.266708616667,1381.366091,8509.409948249993,14175.224799219975,3327.266708616667,1381.366091,8509.409948249993,14175.224799219975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
venus_gapfix600,1,lucid_baseline,legacy_zeus_venus_gapfix600_lucid_baseline__venus_gapfix600__rep01__lucid_baseline,LUCID,LUCID,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__lucid_baseline/20260705-034518/LUCID,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,25881.797835,60,0,0,0,0.0,0.0,0.65,0.35,0.5,517.9202155833334,3.968968,3148.5786624499992,3671.49393297,4027.35725205,2726.4684515,10436.95390449999,20268.69478783999,3507.20065315,1941.100904,8756.440701949994,18684.68746851,3507.20065315,1941.100904,8756.440701949994,18684.68746851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
venus_gapfix600,1,memory_only_interference,legacy_zeus_venus_gapfix600_memory_only_interference__venus_gapfix600__rep01__memory_only_interference,OR-MAGM,OR-MAGM,,evaluation/experiments/traces/legacy_rtx2080ti/mapper_outputs/venus_legacy_rtx2080ti_seed42_60jobs_gapfix600.execution.csv,evaluation/experiments/results/legacy_zeus_multitrace_memory_vs_fixed_smi__venus_gapfix600__rep01__memory_only_interference/20260702-195834/OR-MAGM,c22a056e78083fd18a4d47201d62d4952f7ba932,0,False,60,60,60,0,1.0,27459.488042,60,0,0,0,0.0,0.0,0.65,0.35,0.5,14.299489433333331,3.980003500000001,67.27153219999991,126.55516825999996,4192.495761566666,1402.3949585,13664.291137799992,19190.017838919983,4175.913084066667,1397.4880195,13648.457681499993,19164.803671189988,4175.913084066667,1397.4880195,13648.457681499993,19164.803671189988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
