trace_name,run_label,submitted_job_count,jobs_with_failed_attempts,recovered_job_count,recovery_stopped_job_count,failed_attempt_count,recovered_attempt_count,recovery_queue_wait_mean_s,recovery_queue_wait_p95_s,recovery_queue_wait_max_s,recovery_gap_mean_s,recovery_gap_p95_s,total_failed_runtime_s,total_recovery_queue_wait_s,total_recovery_gap_s,total_recovery_overhead_s
venus,aegis_lug_no_thresholds,60,6,6,0,6,6,2815.7487375,4223.4911572500005,4566.786076,2815.780600666667,4223.520434,126.90558999999999,16894.492425,16894.683604,17021.589194
venus,aegis_lug_thresholded,60,5,5,0,5,5,2642.3664702,4786.2058118,4970.634431,2642.3940049999997,4786.234067599999,111.213364,13211.832351000001,13211.970024999999,13323.183389
venus,aegis_magm_no_thresholds,60,6,6,0,6,6,2897.2236025,3862.71094925,4003.965173,2897.2539784999994,3862.7434235,118.208149,17383.341615,17383.523870999998,17501.73202
venus,aegis_magm_thresholded,60,6,6,0,6,6,1838.282616333333,3647.28740725,3651.964588,1838.3132930000002,3647.3155319999996,114.58778199999999,11029.695697999998,11029.879758000001,11144.467539999998
venus,exclusive,60,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
