workload_id,run_id,spec_path,run_dir,gpu_count,cuda_visible_devices,assigned_gpu_a_index,assigned_gpu_b_index,assigned_gpu_a_uuid,assigned_gpu_b_uuid,elapsed_seconds_index,elapsed_seconds_time_json,training_loop_time_s,end_to_end_time_s,exit_code,gpu_memory_requirement_mib,faketensor_estimate,summary_exists,summary_path,faketensor_path,drama_max_200s,drama_max_full,drama_mean_200s,drama_mean_full,drama_median_200s,drama_median_full,drama_mode_200s,drama_mode_full,fp16a_max_200s,fp16a_max_full,fp16a_mean_200s,fp16a_mean_full,fp16a_median_200s,fp16a_median_full,fp16a_mode_200s,fp16a_mode_full,fp32a_max_200s,fp32a_max_full,fp32a_mean_200s,fp32a_mean_full,fp32a_median_200s,fp32a_median_full,fp32a_mode_200s,fp32a_mode_full,fp64a_max_200s,fp64a_max_full,fp64a_mean_200s,fp64a_mean_full,fp64a_median_200s,fp64a_median_full,fp64a_mode_200s,fp64a_mode_full,gpu_memory_peak_200s_mib,gpu_memory_peak_full_mib,gputl_max_200s,gputl_max_full,gputl_mean_200s,gputl_mean_full,gputl_median_200s,gputl_median_full,gputl_mode_200s,gputl_mode_full,gract_max_200s,gract_max_full,gract_mean_200s,gract_mean_full,gract_median_200s,gract_median_full,gract_mode_200s,gract_mode_full,mcutl_max_200s,mcutl_max_full,mcutl_mean_200s,mcutl_mean_full,mcutl_median_200s,mcutl_median_full,mcutl_mode_200s,mcutl_mode_full,nvlrx_max_200s,nvlrx_max_full,nvlrx_mean_200s,nvlrx_mean_full,nvlrx_median_200s,nvlrx_median_full,nvlrx_mode_200s,nvlrx_mode_full,nvltx_max_200s,nvltx_max_full,nvltx_mean_200s,nvltx_mean_full,nvltx_median_200s,nvltx_median_full,nvltx_mode_200s,nvltx_mode_full,pcirx_max_200s,pcirx_max_full,pcirx_mean_200s,pcirx_mean_full,pcirx_median_200s,pcirx_median_full,pcirx_mode_200s,pcirx_mode_full,pcitx_max_200s,pcitx_max_full,pcitx_mean_200s,pcitx_mean_full,pcitx_median_200s,pcitx_median_full,pcitx_mode_200s,pcitx_mode_full,power_max_200s,power_max_full,power_mean_200s,power_mean_full,power_median_200s,power_median_full,power_mode_200s,power_mode_full,smact_max_200s,smact_max_full,smact_mean_200s,smact_mean_full,smact_median_200s,smact_median_full,smact_mode_200s,smact_mode_full,smocc_max_200s,smocc_max_full,smocc_mean_200s,smocc_mean_full,smocc_median_200s,smocc_median_full,smocc_mode_200s,smocc_mode_full,tenso_max_200s,tenso_max_full,tenso_mean_200s,tenso_mean_full,tenso_median_200s,tenso_median_full,tenso_mode_200s,tenso_mode_full,totec_delta_j,totec_delta_mj
efficientnet_imagenet_bs32_1gpu,2026-04-30_20-18-24_82342dc2,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs32_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/efficientnet_imagenet_bs32_1gpu/2026-04-30_20-18-24_82342dc2,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,2197.031278,2197.0312778260122,2187.12,2191.55,0,3752.0,2.666,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/efficientnet_imagenet_bs32_1gpu/2026-04-30_20-18-24_82342dc2/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/efficientnet_imagenet_bs32_1gpu/2026-04-30_20-18-24_82342dc2/artifacts/faketensor/faketensor.txt,0.259,0.259,0.21707407407407406,0.22000609756097564,0.227,0.225,0.227,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760.0,3760.0,100.0,100.0,62.696296296296296,63.09010840108401,65.0,64.0,65.0,64.0,0.717,0.717,0.599125925925926,0.6095752032520325,0.625,0.622,0.621,0.624,30.0,32.0,27.748148148148147,28.213414634146343,29.0,29.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514899807.0,670208090.0,428874400.3851852,443710142.1612466,443996156.0,438232694.5,,,60821141.0,76657292.0,51631954.86666667,53335222.4498645,53246237.0,52451675.0,,,204.988,214.805,167.76739999999995,168.57778929539293,173.401,172.635,167.963,177.546,0.544,0.544,0.4543185185185185,0.4626226287262873,0.474,0.472,0.47,0.471,0.307,0.307,0.25625925925925924,0.26139227642276425,0.267,0.266,0.266,0.267,0.017,0.017,0.01402222222222222,0.014439701897018972,0.015,0.015,0.015,0.015,384741.384,384741384.0
efficientnet_imagenet_bs64_1gpu,2026-04-30_20-55-01_cbad426a,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs64_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/efficientnet_imagenet_bs64_1gpu/2026-04-30_20-55-01_cbad426a,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,1704.986205,1704.9862051139935,1694.95,1699.31,0,6692.0,5.3271,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/efficientnet_imagenet_bs64_1gpu/2026-04-30_20-55-01_cbad426a/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/efficientnet_imagenet_bs64_1gpu/2026-04-30_20-55-01_cbad426a/artifacts/faketensor/faketensor.txt,0.35,0.351,0.3254444444444445,0.31911433597185573,0.327,0.329,0.336,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6724.0,6724.0,83.0,84.0,77.58518518518518,75.83641160949868,78.0,78.0,82.0,74.0,0.801,0.808,0.7543925925925925,0.7398795074758135,0.757,0.759,0.791,0.782,45.0,45.0,41.51851851851852,40.514511873350926,42.0,42.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693494903.0,723664572.0,559944150.3777778,560849865.7317502,541722429.0,561402568.0,,,80685335.0,82650185.0,66366717.96296296,66420198.00351803,64588567.0,65966964.0,,,256.986,261.119,200.1210962962963,199.07916974494285,221.828,221.534,249.19,255.927,0.65,0.654,0.6029481481481481,0.5919973614775725,0.606,0.607,0.62,0.63,0.395,0.4,0.36370370370370364,0.3576921723834653,0.366,0.366,0.338,0.378,0.023,0.023,0.02018518518518518,0.019934036939313983,0.02,0.02,0.021,0.021,348061.162,348061162.0
gpt2_xl_wiki_bs2_1gpu,2026-04-30_21-23-26_41ebe273,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/gpt2_xl_wiki_bs2_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/gpt2_xl_wiki_bs2_1gpu/2026-04-30_21-23-26_41ebe273,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,14455.855647,14455.855646967,14397.31,14448.63,0,,-2.0,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/gpt2_xl_wiki_bs2_1gpu/2026-04-30_21-23-26_41ebe273/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/gpt2_xl_wiki_bs2_1gpu/2026-04-30_21-23-26_41ebe273/artifacts/faketensor/faketensor.txt,0.426,0.439,0.15558646616541352,0.21183780133000832,0.136,0.166,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40182.0,40182.0,100.0,100.0,72.09774436090225,99.13061097256858,100.0,100.0,100.0,100.0,1.0,1.0,0.7127819548872182,0.9919210307564422,0.987,1.0,1.0,1.0,64.0,64.0,22.842105263157894,29.10619285120532,16.0,20.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702252968.0,1702252968.0,35615681.34586466,14807630.65149626,10733964.0,11370669.0,,10184669.0,190080655.0,190080655.0,5892254.744360902,4092803.5592269325,3361354.0,3652459.0,,2713226.0,287.477,293.926,209.64694736842105,270.54802826267667,274.544,276.368,52.366,276.368,0.959,0.96,0.6757894736842105,0.9408194098088113,0.934,0.952,0.0,0.958,0.429,0.439,0.23509022556390974,0.3255905029093932,0.294,0.307,0.0,0.308,0.02,0.02,0.010804511278195487,0.015117934330839569,0.013,0.015,0.0,0.019,3911294.889,3911294889.0
inception_imagenet_bs128_1gpu,2026-05-01_01-24-22_a8c790c1,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/inception_imagenet_bs128_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/inception_imagenet_bs128_1gpu/2026-05-01_01-24-22_a8c790c1,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,2988.998023,2988.9980232939997,2978.89,2983.56,0,17830.0,11.9588,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/inception_imagenet_bs128_1gpu/2026-05-01_01-24-22_a8c790c1/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/inception_imagenet_bs128_1gpu/2026-05-01_01-24-22_a8c790c1/artifacts/faketensor/faketensor.txt,0.412,0.433,0.3477014925373134,0.3618021978021978,0.365,0.366,0.363,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17964.0,17964.0,100.0,100.0,76.32835820895522,78.90409590409591,75.0,75.0,73.0,72.0,0.88,0.928,0.742455223880597,0.7720564435564435,0.7785,0.782,0.78,0.78,61.0,61.0,44.3955223880597,45.854145854145855,43.0,43.0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003788826.0,1704075703.0,532012778.42537314,551282359.5654346,564078262.5,564195313.5,,,115701892.0,191922149.0,62579366.768656716,64855972.75224775,66362237.5,66354534.0,,,296.283,300.417,216.41938805970148,229.3288926073926,254.6635,260.832,257.464,83.065,0.753,0.786,0.6292985074626866,0.6551863136863136,0.66,0.663,0.0,0.661,0.348,0.364,0.2910522388059701,0.3037262737262737,0.3055,0.307,0.305,0.306,0.143,0.147,0.11750746268656716,0.12244605394605396,0.124,0.124,0.124,0.124,675329.896,675329896.0
inception_imagenet_bs32_1gpu,2026-05-01_02-14-11_813e5ea8,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/inception_imagenet_bs32_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/inception_imagenet_bs32_1gpu/2026-05-01_02-14-11_813e5ea8,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,3365.025753,3365.025753245005,3354.87,3359.46,0,5230.0,2.9989,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/inception_imagenet_bs32_1gpu/2026-05-01_02-14-11_813e5ea8/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/inception_imagenet_bs32_1gpu/2026-05-01_02-14-11_813e5ea8/artifacts/faketensor/faketensor.txt,0.317,0.317,0.2830666666666666,0.2921216814159292,0.297,0.297,0.299,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5246.0,5246.0,100.0,100.0,75.45185185185186,77.54203539823008,78.0,79.0,83.0,83.0,0.809,0.818,0.7337111111111112,0.7576712389380531,0.767,0.772,0.767,0.792,41.0,41.0,35.87407407407407,37.16017699115044,37.0,38.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632401110.0,1122803598.0,493099680.58518517,514837797.41150445,507967516.0,496932134.5,,,75377149.0,128039470.0,59648334.822222225,62220309.89823009,61419325.0,60047117.0,,,270.937,273.032,217.29306666666665,218.1336004424779,234.509,236.02949999999998,264.439,263.189,0.648,0.656,0.585,0.604762389380531,0.611,0.616,0.0,0.636,0.285,0.287,0.25471111111111105,0.26370442477876105,0.266,0.268,0.264,0.264,0.121,0.121,0.10447407407407407,0.10850575221238937,0.109,0.11,0.105,0.115,751656.339,751656339.0
inception_imagenet_bs64_1gpu,2026-05-01_03-10-16_4e930f6d,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/inception_imagenet_bs64_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/inception_imagenet_bs64_1gpu/2026-05-01_03-10-16_4e930f6d,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,3088.514248,3088.5142484509997,3078.71,3083.32,0,9332.0,5.984,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/inception_imagenet_bs64_1gpu/2026-05-01_03-10-16_4e930f6d/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/inception_imagenet_bs64_1gpu/2026-05-01_03-10-16_4e930f6d/artifacts/faketensor/faketensor.txt,0.374,0.375,0.32876119402985077,0.3246411251212415,0.331,0.329,0.32,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9408.0,9408.0,86.0,86.0,78.96268656716418,78.39039767216295,83.0,82.0,85.0,85.0,0.872,0.873,0.7686343283582091,0.7569146459747818,0.772,0.766,0.751,0.769,48.0,48.0,42.26865671641791,42.094083414161005,44.0,44.0,45.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760226335.0,1142230865.0,550998469.9850746,565364968.8404461,569770207.5,571332407.0,,,89046911.0,129759455.0,65364636.1119403,66869683.33899127,67728709.5,67625187.0,,,292.628,295.331,228.2215223880597,228.44908777885547,262.2835,260.593,271.702,287.19,0.718,0.725,0.6333358208955224,0.6240092143549952,0.6355,0.631,0.629,0.631,0.324,0.331,0.28584328358208955,0.2821876818622696,0.287,0.285,0.289,0.286,0.133,0.139,0.11902985074626866,0.11668331716779826,0.1195,0.118,0.119,0.117,695900.075,695900075.0
maskrcnn_coco_bs8_1gpu,2026-05-02_01-18-52_9c1b6ef1,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/maskrcnn_coco_bs8_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/maskrcnn_coco_bs8_1gpu/2026-05-02_01-18-52_9c1b6ef1,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,6590.471227,6590.471227414993,6564.68,6582.08,0,28606.0,1.0,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/maskrcnn_coco_bs8_1gpu/2026-05-02_01-18-52_9c1b6ef1/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/maskrcnn_coco_bs8_1gpu/2026-05-02_01-18-52_9c1b6ef1/artifacts/faketensor/faketensor.txt,0.529,0.538,0.39719696969696977,0.36963978865150476,0.3935,0.398,0.39,0.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29854.0,29936.0,100.0,100.0,84.67424242424242,80.7973811164714,84.5,84.0,83.0,92.0,0.949,0.949,0.8376590909090909,0.7917813002526993,0.8434999999999999,0.839,0.8,0.936,72.0,73.0,52.35606060606061,48.43785894785206,54.5,49.0,65.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295803308.0,354034159.0,148642082.86363637,137475418.05306685,174756421.5,168223109.0,,,37311029.0,1169737448.0,20630459.5,64026506.13829543,23674142.5,24083502.0,,,307.105,309.462,225.61459090909094,213.07591017688952,250.9015,246.642,97.559,294.452,0.874,0.874,0.6878636363636363,0.654758557316793,0.706,0.705,0.636,0.781,0.41,0.415,0.3341515151515152,0.3159809326900988,0.3385,0.341,0.306,0.319,0.228,0.244,0.15768939393939393,0.15319297036526536,0.1635,0.168,0.163,0.175,1414800.526,1414800526.0
mnist_bs32_1gpu,2026-05-01_17-54-59_06784923,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mnist_bs32_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mnist_bs32_1gpu/2026-05-01_17-54-59_06784923,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,145.328884,145.32888404099504,139.54,140.45,0,1776.0,0.0363,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mnist_bs32_1gpu/2026-05-01_17-54-59_06784923/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mnist_bs32_1gpu/2026-05-01_17-54-59_06784923/artifacts/faketensor/faketensor.txt,0.015,0.015,0.012725274725274727,0.012725274725274727,0.014,0.014,0.014,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,1098.0,20.0,20.0,16.285714285714285,16.285714285714285,19.0,19.0,19.0,19.0,0.199,0.199,0.1583406593406593,0.1583406593406593,0.185,0.185,0.188,0.188,2.0,2.0,1.8021978021978022,1.8021978021978022,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42451633.0,42451633.0,36666087.26373626,36666087.26373626,39464361.0,39464361.0,,,7032564.0,7032564.0,5470661.505494505,5470661.505494505,5757164.0,5757164.0,,,63.034,63.034,58.39595604395605,58.39595604395605,58.667,58.667,58.42,58.42,0.098,0.098,0.07907692307692306,0.07907692307692306,0.091,0.091,0.092,0.092,0.036,0.036,0.029780219780219785,0.029780219780219785,0.034,0.034,0.034,0.034,0.007,0.007,0.005483516483516484,0.005483516483516484,0.006,0.006,0.006,0.006,8490.007,8490007.0
mobilenet_cifar100_bs128_20e_1gpu,2026-05-01_04-01-49_ab92b1b5,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_cifar100_bs128_20e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs128_20e_1gpu/2026-05-01_04-01-49_ab92b1b5,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,204.018252,204.01825216300495,195.16,198.4,0,632.0,0.048,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs128_20e_1gpu/2026-05-01_04-01-49_ab92b1b5/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs128_20e_1gpu/2026-05-01_04-01-49_ab92b1b5/artifacts/faketensor/faketensor.txt,0.008,0.008,0.0050692307692307694,0.0050692307692307694,0.006,0.006,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,634.0,46.0,46.0,32.61538461538461,32.61538461538461,36.0,36.0,38.0,38.0,0.436,0.436,0.32762307692307685,0.32762307692307685,0.353,0.353,0.378,0.378,1.0,1.0,0.8538461538461538,0.8538461538461538,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351403216.0,351403216.0,118781089.36923076,118781089.36923076,124317159.5,124317159.5,,,43740192.0,43740192.0,16917304.346153848,16917304.346153848,17878935.5,17878935.5,,,67.271,67.271,60.93320769230768,60.93320769230768,61.515,61.515,62.6,62.6,0.198,0.198,0.15775384615384616,0.15775384615384616,0.169,0.169,0.184,0.184,0.116,0.116,0.09003076923076923,0.09003076923076923,0.098,0.098,0.107,0.107,0.005,0.005,0.004046153846153846,0.004046153846153846,0.004,0.004,0.004,0.004,12550.72,12550720.0
mobilenet_cifar100_bs128_50e_1gpu,2026-05-01_04-05-13_1121d682,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_cifar100_bs128_50e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs128_50e_1gpu/2026-05-01_04-05-13_1121d682,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,580.918372,580.9183718959976,572.07,575.3,0,632.0,0.048,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs128_50e_1gpu/2026-05-01_04-05-13_1121d682/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs128_50e_1gpu/2026-05-01_04-05-13_1121d682/artifacts/faketensor/faketensor.txt,0.007,0.008,0.00451145038167939,0.004334224598930482,0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,634.0,48.0,55.0,31.99236641221374,31.681818181818183,33.0,32.0,32.0,32.0,0.486,0.516,0.32154961832061063,0.31433957219251335,0.323,0.318,0.318,0.315,1.0,1.0,0.9007633587786259,0.8983957219251337,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352476440.0,352476440.0,112546341.71755725,104962602.9144385,100617590.0,88123422.5,,,44423128.0,44423128.0,15895616.961832061,14900636.655080214,14648666.0,12868299.0,,,64.748,65.428,59.268351145038174,58.650935828876996,59.195,58.42,58.42,58.42,0.22,0.233,0.15487022900763361,0.1516283422459893,0.158,0.155,0.154,0.151,0.116,0.132,0.086793893129771,0.08574866310160426,0.093,0.091,0.09,0.089,0.005,0.006,0.003923664122137405,0.0038609625668449203,0.004,0.004,0.004,0.004,35149.099,35149099.0
mobilenet_cifar100_bs32_20e_1gpu,2026-05-01_04-14-54_00788871,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_cifar100_bs32_20e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs32_20e_1gpu/2026-05-01_04-14-54_00788871,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,908.708958,908.7089576279977,900.11,903.35,0,590.0,0.0148,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs32_20e_1gpu/2026-05-01_04-14-54_00788871/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs32_20e_1gpu/2026-05-01_04-14-54_00788871/artifacts/faketensor/faketensor.txt,0.003,0.003,0.0017441860465116279,0.0017955326460481098,0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,592.0,42.0,43.0,24.348837209302324,25.90721649484536,23.0,24.0,23.0,23.0,0.404,0.42,0.24342635658914732,0.2580979381443299,0.233,0.234,0.233,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146196263.0,146196263.0,48138329.63565891,51122127.091065295,43757743.0,44102100.0,,,22335000.0,22335000.0,8477144.635658914,8950401.448453609,7795074.0,8028058.0,,,56.521,56.521,54.68942635658915,54.77329553264605,54.731,54.731,54.204,54.978,0.109,0.109,0.07147286821705426,0.07567182130584192,0.069,0.07,0.069,0.069,0.056,0.056,0.035565891472868226,0.03752749140893471,0.035,0.035,0.035,0.035,0.002,0.002,0.0011240310077519381,0.0012336769759450175,0.001,0.001,0.001,0.001,51460.755,51460755.0
mobilenet_cifar100_bs32_50e_1gpu,2026-05-01_04-30-03_5aebaa38,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_cifar100_bs32_50e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs32_50e_1gpu/2026-05-01_04-30-03_5aebaa38,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,2047.546824,2047.5468236329907,2038.8,2042.09,0,590.0,0.0148,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs32_50e_1gpu/2026-05-01_04-30-03_5aebaa38/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs32_50e_1gpu/2026-05-01_04-30-03_5aebaa38/artifacts/faketensor/faketensor.txt,0.003,0.003,0.0019,0.0018056188306757783,0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,592.0,44.0,44.0,29.546153846153846,28.466970387243737,33.0,30.0,35.0,34.0,0.395,0.441,0.2987153846153846,0.285248291571754,0.335,0.304,0.212,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146317869.0,147379930.0,59680429.853846155,56522218.43128322,63196367.5,59407076.0,,,21979188.0,22583868.0,10378570.4,9844577.288534548,10936250.0,10173140.0,,,58.111,58.111,55.1939076923077,54.96320197418374,55.218,54.978,55.218,54.731,0.116,0.131,0.08778461538461538,0.08320728929384966,0.099,0.083,0.103,0.102,0.06,0.067,0.04366153846153846,0.04126879271070615,0.05,0.037,0.052,0.052,0.002,0.002,0.001576923076923077,0.001455580865603645,0.002,0.001,0.002,0.001,116848.314,116848314.0
