workload_id,run_id,spec_path,run_dir,gpu_count,cuda_visible_devices,assigned_gpu_a_index,assigned_gpu_b_index,assigned_gpu_a_uuid,assigned_gpu_b_uuid,elapsed_seconds_index,elapsed_seconds_time_json,training_loop_time_s,end_to_end_time_s,exit_code,gpu_memory_requirement_mib,faketensor_estimate,summary_exists,summary_path,faketensor_path,drama_max_200s,drama_max_full,drama_mean_200s,drama_mean_full,drama_median_200s,drama_median_full,drama_mode_200s,drama_mode_full,fp16a_max_200s,fp16a_max_full,fp16a_mean_200s,fp16a_mean_full,fp16a_median_200s,fp16a_median_full,fp16a_mode_200s,fp16a_mode_full,fp32a_max_200s,fp32a_max_full,fp32a_mean_200s,fp32a_mean_full,fp32a_median_200s,fp32a_median_full,fp32a_mode_200s,fp32a_mode_full,fp64a_max_200s,fp64a_max_full,fp64a_mean_200s,fp64a_mean_full,fp64a_median_200s,fp64a_median_full,fp64a_mode_200s,fp64a_mode_full,gpu_memory_peak_200s_mib,gpu_memory_peak_full_mib,gputl_max_200s,gputl_max_full,gputl_mean_200s,gputl_mean_full,gputl_median_200s,gputl_median_full,gputl_mode_200s,gputl_mode_full,gract_max_200s,gract_max_full,gract_mean_200s,gract_mean_full,gract_median_200s,gract_median_full,gract_mode_200s,gract_mode_full,mcutl_max_200s,mcutl_max_full,mcutl_mean_200s,mcutl_mean_full,mcutl_median_200s,mcutl_median_full,mcutl_mode_200s,mcutl_mode_full,nvlrx_max_200s,nvlrx_max_full,nvlrx_mean_200s,nvlrx_mean_full,nvlrx_median_200s,nvlrx_median_full,nvlrx_mode_200s,nvlrx_mode_full,nvltx_max_200s,nvltx_max_full,nvltx_mean_200s,nvltx_mean_full,nvltx_median_200s,nvltx_median_full,nvltx_mode_200s,nvltx_mode_full,pcirx_max_200s,pcirx_max_full,pcirx_mean_200s,pcirx_mean_full,pcirx_median_200s,pcirx_median_full,pcirx_mode_200s,pcirx_mode_full,pcitx_max_200s,pcitx_max_full,pcitx_mean_200s,pcitx_mean_full,pcitx_median_200s,pcitx_median_full,pcitx_mode_200s,pcitx_mode_full,power_max_200s,power_max_full,power_mean_200s,power_mean_full,power_median_200s,power_median_full,power_mode_200s,power_mode_full,smact_max_200s,smact_max_full,smact_mean_200s,smact_mean_full,smact_median_200s,smact_median_full,smact_mode_200s,smact_mode_full,smocc_max_200s,smocc_max_full,smocc_mean_200s,smocc_mean_full,smocc_median_200s,smocc_median_full,smocc_mode_200s,smocc_mode_full,tenso_max_200s,tenso_max_full,tenso_mean_200s,tenso_mean_full,tenso_median_200s,tenso_median_full,tenso_mode_200s,tenso_mode_full,totec_delta_j,totec_delta_mj
mobilenet_cifar100_bs64_20e_1gpu,2026-05-01_05-04-11_a5c47ecb,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_cifar100_bs64_20e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs64_20e_1gpu/2026-05-01_05-04-11_a5c47ecb,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,423.696618,423.6966182160104,414.75,418.09,0,598.0,0.0253,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs64_20e_1gpu/2026-05-01_05-04-11_a5c47ecb/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs64_20e_1gpu/2026-05-01_05-04-11_a5c47ecb/artifacts/faketensor/faketensor.txt,0.005,0.005,0.0030384615384615385,0.0028925925925925933,0.003,0.003,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,602.0,46.0,46.0,30.96923076923077,30.125925925925927,33.0,27.0,26.0,26.0,0.432,0.432,0.3159923076923077,0.3050370370370371,0.336,0.2775,0.262,0.262,1.0,1.0,0.34615384615384615,0.3148148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224303451.0,224303451.0,79345298.95384616,76372852.15185185,81333523.5,67419848.5,,,30447212.0,30447212.0,12414182.73076923,12000989.344444444,12766593.5,10784124.0,,,60.259,60.259,56.16982307692307,56.027533333333324,56.034,56.034,56.034,55.746,0.156,0.156,0.11863846153846154,0.11447777777777778,0.1245,0.1035,0.142,0.099,0.084,0.084,0.0619923076923077,0.059851851851851864,0.061,0.055,0.054,0.054,0.003,0.003,0.0023923076923076927,0.0023370370370370376,0.002,0.002,0.003,0.002,24331.981,24331981.0
mobilenet_cifar100_bs64_50e_1gpu,2026-05-01_05-11-15_2f594179,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_cifar100_bs64_50e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs64_50e_1gpu/2026-05-01_05-11-15_2f594179,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,975.093429,975.0934286400006,966.53,969.78,0,598.0,0.0253,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs64_50e_1gpu/2026-05-01_05-11-15_2f594179/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_cifar100_bs64_50e_1gpu/2026-05-01_05-11-15_2f594179/artifacts/faketensor/faketensor.txt,0.005,0.005,0.0027153846153846156,0.0031141045958795566,0.002,0.004,0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,602.0,47.0,48.0,28.523076923076925,31.73217115689382,26.0,36.0,24.0,38.0,0.45,0.462,0.29153076923076926,0.315851030110935,0.2555,0.351,0.242,0.381,1.0,1.0,0.26153846153846155,0.40887480190174325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217760001.0,221422060.0,74965128.88461539,80296782.56259905,57823461.5,83135548.0,,,29190588.0,30183555.0,11782001.23076923,12608077.237717908,9551444.5,13041660.0,,,60.499,60.74,56.021069230769236,56.50980348652932,55.746,56.347,55.506,55.746,0.156,0.175,0.1093076923076923,0.11849286846275754,0.0965,0.13,0.091,0.144,0.085,0.095,0.057084615384615386,0.062218700475435824,0.052,0.069,0.05,0.078,0.003,0.004,0.0023000000000000004,0.0024532488114104595,0.002,0.003,0.002,0.003,57287.568,57287568.0
mobilenet_imagenet_bs128_1gpu,2026-05-01_05-27-30_eff95151,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_imagenet_bs128_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_imagenet_bs128_1gpu/2026-05-01_05-27-30_eff95151,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,1558.144695,1558.1446951020043,1548.6,1552.79,0,11336.0,9.4591,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_imagenet_bs128_1gpu/2026-05-01_05-27-30_eff95151/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_imagenet_bs128_1gpu/2026-05-01_05-27-30_eff95151/artifacts/faketensor/faketensor.txt,0.387,0.39,0.30408148148148145,0.29590019193857964,0.32,0.32,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11598.0,11602.0,86.0,86.0,63.903703703703705,64.27543186180422,69.0,70.0,49.0,71.0,0.79,0.79,0.6312148148148148,0.613658349328215,0.667,0.666,0.609,0.0,54.0,54.0,37.36296296296296,38.005758157389636,40.0,40.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955410507.0,1317279171.0,629132963.6222222,616526732.2140115,636570053.0,630920359.0,,,109552732.0,147968276.0,72988901.2962963,71514020.42994241,73914494.0,73387889.5,,,259.295,262.902,166.9199925925926,174.22580614203454,190.517,196.9795,75.021,77.094,0.639,0.65,0.5061333333333333,0.4934059500959692,0.535,0.534,0.535,0.535,0.351,0.355,0.2717851851851852,0.2659299424184261,0.286,0.286,0.286,0.287,0.022,0.022,0.01593333333333333,0.01569097888675624,0.017,0.017,0.017,0.017,276585.073,276585073.0
mobilenet_imagenet_bs32_1gpu,2026-05-01_05-53-28_be74790b,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_imagenet_bs32_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_imagenet_bs32_1gpu/2026-05-01_05-53-28_be74790b,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,1675.578726,1675.5787255000032,1666.15,1670.26,0,3352.0,2.3684,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_imagenet_bs32_1gpu/2026-05-01_05-53-28_be74790b/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_imagenet_bs32_1gpu/2026-05-01_05-53-28_be74790b/artifacts/faketensor/faketensor.txt,0.276,0.276,0.2303111111111111,0.2304413854351687,0.241,0.24,0.241,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3354.0,3356.0,100.0,100.0,63.614814814814814,63.328596802841915,66.0,65.0,65.0,65.0,0.714,0.714,0.5994296296296296,0.6025053285968028,0.629,0.625,0.629,0.627,36.0,36.0,29.68888888888889,29.624333925399643,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668215351.0,710670010.0,550219366.7111111,568358389.4618118,575841538.0,576858690.0,,,78580146.0,81452633.0,64735414.54074074,66717837.74245115,67738947.0,67743636.5,,,209.128,209.372,161.4057037037037,162.0841918294849,170.029,171.575,194.411,174.7,0.546,0.546,0.45537037037037037,0.45787744227353455,0.478,0.474,0.481,0.476,0.269,0.269,0.22255555555555556,0.2246447602131439,0.234,0.232,0.235,0.232,0.016,0.016,0.013296296296296296,0.013520426287744228,0.014,0.014,0.014,0.014,282761.351,282761351.0
mobilenet_imagenet_bs64_1gpu,2026-05-01_06-21-24_05adeecb,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_imagenet_bs64_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_imagenet_bs64_1gpu/2026-05-01_06-21-24_05adeecb,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,1545.740965,1545.7409647099994,1536.12,1540.34,0,6032.0,4.732,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_imagenet_bs64_1gpu/2026-05-01_06-21-24_05adeecb/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/mobilenet_imagenet_bs64_1gpu/2026-05-01_06-21-24_05adeecb/artifacts/faketensor/faketensor.txt,0.338,0.341,0.27977777777777774,0.28074855491329476,0.304,0.302,0.0,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6162.0,6164.0,79.0,79.0,64.27407407407408,65.65703275529866,73.0,73.0,74.0,74.0,0.749,0.763,0.6286518518518518,0.6327755298651252,0.684,0.682,0.0,0.708,42.0,43.0,34.74814814814815,35.80250481695568,40.0,40.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767167886.0,799969364.0,589621490.0074074,612107050.2100192,636171148.0,634336456.5,,,89011497.0,92278012.0,68894530.72592592,71383568.14547206,74125808.0,74066703.5,,,235.246,240.678,173.38909629629632,174.1441657032755,186.91,185.454,175.713,233.948,0.595,0.603,0.4937111111111112,0.49718497109826587,0.537,0.5335000000000001,0.0,0.531,0.314,0.318,0.25839999999999996,0.26100096339113676,0.28,0.2785,0.0,0.291,0.02,0.02,0.016066666666666667,0.016214836223506748,0.017,0.017,0.018,0.018,273477.237,273477237.0
resnet18_cifar100_bs128_20e_1gpu,2026-05-01_06-47-09_276041f2,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs128_20e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs128_20e_1gpu/2026-05-01_06-47-09_276041f2,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,133.645756,133.645755895006,124.92,128.09,0,858.0,0.0911,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs128_20e_1gpu/2026-05-01_06-47-09_276041f2/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs128_20e_1gpu/2026-05-01_06-47-09_276041f2/artifacts/faketensor/faketensor.txt,0.109,0.109,0.06280000000000001,0.06280000000000001,0.074,0.074,0.078,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,852.0,49.0,49.0,34.32941176470588,34.32941176470588,38.0,38.0,40.0,40.0,0.565,0.565,0.3208470588235294,0.3208470588235294,0.374,0.374,0.381,0.381,14.0,14.0,8.329411764705883,8.329411764705883,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293562244.0,293562244.0,174082306.81176472,174082306.81176472,198166834.0,198166834.0,,,39980194.0,39980194.0,23748517.34117647,23748517.34117647,26824328.0,26824328.0,,,125.781,125.781,86.70763529411764,86.70763529411764,83.598,83.598,82.005,82.005,0.319,0.319,0.18098823529411767,0.18098823529411767,0.211,0.211,0.214,0.214,0.12,0.12,0.06795294117647058,0.06795294117647058,0.08,0.08,0.081,0.081,0.025,0.025,0.01392941176470588,0.01392941176470588,0.016,0.016,0.017,0.017,11333.718,11333718.0
resnet18_cifar100_bs128_50e_1gpu,2026-05-01_06-49-23_0a98d914,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs128_50e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs128_50e_1gpu/2026-05-01_06-49-23_0a98d914,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,312.397793,312.3977934529976,303.77,306.79,0,858.0,0.0911,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs128_50e_1gpu/2026-05-01_06-49-23_0a98d914/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs128_50e_1gpu/2026-05-01_06-49-23_0a98d914/artifacts/faketensor/faketensor.txt,0.106,0.106,0.0641185185185185,0.06365714285714286,0.076,0.076,0.077,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,852.0,54.0,56.0,33.94814814814815,34.81428571428572,38.0,39.0,39.0,39.0,0.469,0.469,0.323,0.32518095238095246,0.375,0.375,0.386,0.386,14.0,14.0,8.474074074074075,8.719047619047618,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438788896.0,438788896.0,185965136.92592594,194492692.73809522,202122744.0,204136886.5,,,54014878.0,54014878.0,25239379.474074073,26164395.304761905,27599637.0,27636985.0,,,125.008,127.846,88.43456296296297,88.63631904761905,87.976,87.976,87.737,87.737,0.269,0.269,0.182962962962963,0.1846190476190476,0.211,0.2105,0.218,0.218,0.102,0.102,0.0684222222222222,0.06856666666666665,0.08,0.079,0.083,0.082,0.02,0.02,0.013948148148148149,0.013942857142857147,0.016,0.016,0.017,0.017,28849.772,28849772.0
resnet18_cifar100_bs32_20e_1gpu,2026-05-01_06-54-35_a2b2e9d4,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs32_20e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs32_20e_1gpu/2026-05-01_06-54-35_a2b2e9d4,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,468.633522,468.633522300006,460.29,463.31,0,788.0,0.0527,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs32_20e_1gpu/2026-05-01_06-54-35_a2b2e9d4/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs32_20e_1gpu/2026-05-01_06-54-35_a2b2e9d4/artifacts/faketensor/faketensor.txt,0.071,0.09,0.048732824427480906,0.049597359735973595,0.048,0.048,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,790.0,55.0,61.0,36.12213740458015,36.18811881188119,38.0,38.0,39.0,38.0,0.451,0.546,0.3490152671755726,0.3565742574257426,0.374,0.375,0.383,0.379,9.0,12.0,6.32824427480916,6.412541254125412,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200891397.0,212410578.0,72650151.5648855,75630373.29042904,65687343.0,65522367.0,,,28745079.0,29384810.0,12085745.557251908,12538139.234323433,11344923.0,11336643.0,,,84.898,109.98,66.94216793893129,67.55886138613862,66.28,65.744,63.883,63.883,0.201,0.233,0.17034351145038165,0.1735907590759076,0.182,0.182,0.186,0.186,0.073,0.085,0.06220610687022902,0.06336963696369637,0.067,0.067,0.068,0.068,0.009,0.011,0.006236641221374046,0.006376237623762376,0.007,0.007,0.007,0.007,32434.714,32434714.0
resnet18_cifar100_bs32_50e_1gpu,2026-05-01_07-02-24_fabbfa65,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs32_50e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs32_50e_1gpu/2026-05-01_07-02-24_fabbfa65,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,1155.84445,1155.8444497440069,1147.33,1150.33,0,788.0,0.0527,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs32_50e_1gpu/2026-05-01_07-02-24_fabbfa65/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs32_50e_1gpu/2026-05-01_07-02-24_fabbfa65/artifacts/faketensor/faketensor.txt,0.087,0.088,0.04970454545454545,0.049693633952254644,0.047,0.048,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,790.0,60.0,60.0,35.86363636363637,36.222811671087534,38.0,38.0,39.0,38.0,0.503,0.553,0.3553484848484849,0.35787002652519895,0.3755,0.379,0.379,0.384,11.0,11.0,6.393939393939394,6.441644562334218,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206079314.0,213541644.0,75824925.40151516,75160938.7612732,65550373.5,65693449.5,,,29390746.0,30123982.0,12571840.803030303,12494280.307692308,11289950.5,11506496.0,,,99.392,108.154,66.78769696969697,66.63430503978779,64.937,65.963,63.348,63.348,0.253,0.253,0.17324242424242425,0.17425198938992045,0.183,0.184,0.188,0.189,0.093,0.093,0.06331060606060605,0.06364323607427055,0.067,0.067,0.069,0.069,0.009,0.011,0.006348484848484849,0.006419098143236074,0.007,0.007,0.007,0.007,80017.915,80017915.0
resnet18_cifar100_bs64_20e_1gpu,2026-05-01_07-21-40_dc196945,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs64_20e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs64_20e_1gpu/2026-05-01_07-21-40_dc196945,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,247.463094,247.46309396500874,239.16,242.17,0,796.0,0.0652,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs64_20e_1gpu/2026-05-01_07-21-40_dc196945/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs64_20e_1gpu/2026-05-01_07-21-40_dc196945/artifacts/faketensor/faketensor.txt,0.083,0.083,0.0492406015037594,0.048975000000000005,0.052,0.05,0.058,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,798.0,60.0,60.0,34.338345864661655,34.525,37.0,37.0,39.0,39.0,0.505,0.505,0.34394736842105267,0.34140625,0.368,0.368,0.386,0.386,11.0,11.0,6.353383458646617,6.3375,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333972089.0,333972089.0,110111188.95488721,108073638.13125,110743502.0,110504556.5,,,43327951.0,43327951.0,16367452.360902255,16092064.9375,16755625.0,16754575.5,,,108.975,108.975,69.7403984962406,69.67960000000001,68.571,68.571,65.963,65.963,0.234,0.234,0.1665187969924812,0.16529375,0.177,0.177,0.177,0.177,0.088,0.088,0.062097744360902256,0.0617125,0.066,0.066,0.068,0.07,0.014,0.014,0.01032330827067669,0.010256249999999998,0.011,0.011,0.011,0.011,17517.099,17517099.0
resnet18_cifar100_bs64_50e_1gpu,2026-05-01_07-25-48_cbc5774e,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs64_50e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs64_50e_1gpu/2026-05-01_07-25-48_cbc5774e,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,609.122767,609.1227666129998,600.67,603.72,0,796.0,0.0652,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs64_50e_1gpu/2026-05-01_07-25-48_cbc5774e/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet18_cifar100_bs64_50e_1gpu/2026-05-01_07-25-48_cbc5774e/artifacts/faketensor/faketensor.txt,0.087,0.087,0.05183458646616541,0.04915288220551379,0.052,0.048,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,798.0,46.0,59.0,34.6015037593985,34.34586466165413,37.0,37.0,38.0,39.0,0.454,0.549,0.34599248120300746,0.34463659147869674,0.364,0.363,0.382,0.366,11.0,11.0,6.360902255639098,6.350877192982456,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317291767.0,333334825.0,108702004.83458647,110161691.19298245,112583022.0,106073068.0,,,40846266.0,42338853.0,16306392.007518796,16365327.11528822,16773801.0,15596849.0,,,106.615,107.675,70.3357067669173,69.52750125313284,67.827,67.586,65.744,65.263,0.229,0.251,0.1682857142857143,0.1668721804511278,0.177,0.175,0.182,0.182,0.086,0.095,0.0631203007518797,0.062218045112781964,0.066,0.066,0.069,0.069,0.013,0.016,0.010345864661654134,0.010313283208020047,0.011,0.011,0.011,0.011,43967.098,43967098.0
resnet34_cifar100_bs128_20e_1gpu,2026-05-01_07-35-57_67ce5665,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet34_cifar100_bs128_20e_1gpu.yaml,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet34_cifar100_bs128_20e_1gpu/2026-05-01_07-35-57_67ce5665,1,0,0,,GPU-00f900e0-bb6f-792a-1b8a-597214c7e1a1,,197.533001,197.53300130699063,188.74,192.12,0,1074.0,0.1419,True,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet34_cifar100_bs128_20e_1gpu/2026-05-01_07-35-57_67ce5665/artifacts/summary/summary.txt,/home/ehyo/AEGIS/evaluation/profiling/solo/runs/resnet34_cifar100_bs128_20e_1gpu/2026-05-01_07-35-57_67ce5665/artifacts/faketensor/faketensor.txt,0.11,0.11,0.0693828125,0.0693828125,0.0675,0.0675,0.063,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,1076.0,65.0,65.0,36.4765625,36.4765625,38.0,38.0,42.0,42.0,0.521,0.521,0.3619296875,0.3619296875,0.38,0.38,0.411,0.411,15.0,15.0,8.7421875,8.7421875,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415411978.0,415411978.0,137521383.0625,137521383.0625,126793189.5,126793189.5,,,53155019.0,53155019.0,20163658.1640625,20163658.1640625,18479539.0,18479539.0,,,129.919,129.919,95.7467578125,95.7467578125,91.348,91.348,118.51,118.51,0.293,0.293,0.20171875,0.20171875,0.2085,0.2085,0.232,0.232,0.117,0.117,0.079375,0.079375,0.082,0.082,0.082,0.082,0.026,0.026,0.0179375,0.0179375,0.019,0.019,0.02,0.02,19145.107,19145107.0
