run_label,philly_legacy,saturn_legacy,venus_gapfix600,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,0.9689861256709064,0.8375969272329178,0.9208450768820132,0.907499514923771,AEGIS
HORUS__horus,0.9227828120413234,0.822490615606184,0.9279692905206348,0.8897227266690265,Horus-style
LUCID,0.9484062411128982,0.7722655735008555,0.9191834249678116,0.8764377748306044,Lucid-style
