run_label,philly_legacy,saturn_legacy,venus_gapfix600,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,0.7928145745276501,0.8318360513969808,0.8617033080845284,0.8283026319826299,AEGIS
HORUS__horus,0.7380850857541745,0.7071414012517313,0.8410444533764949,0.759994673550891,Horus-style
LUCID,0.6680392435647587,0.7320890849953932,0.5143303890277777,0.6312518988941064,Lucid-style
