run_label,philly_legacy,saturn_legacy,venus_gapfix600,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,1.0881893347651057,0.8609001293190518,1.0092961423645552,0.9815037212254076,AEGIS
HORUS__horus,0.9665636116263392,0.724259629957878,1.032267458304198,0.8973715955975414,Horus-style
LUCID,1.1178064621565351,0.757395248127824,1.0141851670471842,0.950463584404355,Lucid-style
