configuration_label,run_label,policy,estimator,submitted_job_count,completed_job_count,incomplete_job_count,completion_fraction,makespan_s,initial_queue_wait_mean_s,initial_queue_wait_p50_s,initial_queue_wait_p95_s,jct_mean_s,jct_p50_s,jct_p95_s,execution_span_mean_s,execution_span_p50_s,execution_span_p95_s,successful_attempt_runtime_mean_s,successful_attempt_runtime_p50_s,successful_attempt_runtime_p95_s,failed_attempt_count,recovered_attempt_count,recovery_stopped_job_count,total_failed_attempt_runtime_s,total_recovery_queue_wait_s
exclusive,exclusive,exclusive,,60,60,0,1.0,30774.7296,2482.5085817166664,3.6999805,10697.017403599995,5487.914242100001,3316.704414,16874.40155195,3003.38204425,1475.847719,8435.658154299994,3003.38204425,1475.847719,8435.658154299994,0,0,0,0.0,0.0
fixed_smi50,OR-MAGM,OR-MAGM,,60,60,0,1.0,33488.732531,1743.4595456833335,3.962578,8480.751301549999,5317.712759466667,3509.297644,14270.186692299998,3571.9874718333326,2239.438664,10630.672687999995,3571.9874718333326,2239.438664,10630.672687999995,0,0,0,0.0,0.0
fixed_smi60,OR-MAGM,OR-MAGM,,60,60,0,1.0,28567.05098,1449.38511675,3.437008,6635.16462725,5194.301247666665,3822.8906135,14290.89459105,3742.5815665666655,2359.566382,10978.6269624,3742.5815665666655,2359.566382,10978.6269624,0,0,0,0.0,0.0
fixed_smi70,OR-MAGM,OR-MAGM,,60,60,0,1.0,29777.814354,1484.101450183333,3.4603955,6529.57163935,5310.983144566667,3567.1829005,15189.6220353,3824.5662457,2545.1780685000003,11070.12065545,3824.5662457,2545.1780685000003,11070.12065545,0,0,0,0.0,0.0
fixed_smi80,OR-MAGM,OR-MAGM,,60,60,0,1.0,30369.682078,1385.0395166333333,3.39544,6630.0473353,5351.64970435,4350.680969,15418.6745335,3964.2135656333335,2982.3201075,11080.91135205,3964.2135656333335,2982.3201075,11080.91135205,0,0,0,0.0,0.0
horus_baseline,HORUS__horus,HORUS,horus,60,60,0,1.0,29745.733789,1838.1571736,3.4743890000000004,7895.309007649999,5064.1529365666665,2991.285626,15156.3993903,3223.8528133499995,1654.386092,10643.892393849996,3223.8528133499995,1654.386092,10643.892393849996,0,0,0,0.0,0.0
lucid_baseline,LUCID,LUCID,,60,60,0,1.0,34400.191618,1443.1637316666668,3.960678,7146.0274147,5204.772117900001,3200.251368,14894.97863975,3759.3271539,2436.481155,8926.628328549983,3759.3271539,2436.481155,8926.628328549983,0,0,0,0.0,0.0
memory_only_interference,OR-MAGM,OR-MAGM,,60,60,0,1.0,33900.519695,990.8329738333334,3.985962,6297.61790945,5549.608726250001,4661.555737,16901.8856483,4556.113075316665,3675.224903,16622.2970578,4458.519255399999,3675.224903,16622.2970578,1,1,0,47.654096,5805.777193
