run_label,trace_count,completion_fraction_mean,makespan_s_vs_exclusive_geomean,jct_mean_s_vs_exclusive_geomean,jct_p95_s_vs_exclusive_geomean,total_queue_wait_mean_s_vs_exclusive_geomean,total_queue_wait_p95_s_vs_exclusive_geomean,total_execution_time_mean_s_vs_exclusive_geomean,total_execution_time_p95_s_vs_exclusive_geomean,makespan_reduction_percent_from_geomean,policy_display
exclusive,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Exclusive
aegis_magm_thresholded,3,1.0,0.7299591801895617,0.6125742049601697,0.59775936962119,0.49383012204398563,0.5461206365786507,1.5497890998333714,1.9711649704888397,27.004081981043825,AEGIS-MAGM
aegis_lug_thresholded,3,1.0,0.7552588491642364,0.5867370638791932,0.6191934581577254,0.44907363218910573,0.5557688202182547,1.6826916885426801,2.1595667511623895,24.474115083576365,AEGIS-LUG
aegis_magm_no_thresholds,3,1.0,0.7319194853410881,0.6222667578608893,0.6463500105788059,0.47312357264755783,0.570808969666536,1.8209607941057786,2.265448762921552,26.808051465891193,AEGIS-MAGM no thresholds
aegis_lug_no_thresholds,3,1.0,0.76950731781609,0.6160798933537538,0.6260743580879411,0.47603558378815325,0.5815072333543997,1.7430151289150828,2.250190386823452,23.049268218390996,AEGIS-LUG no thresholds
