run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,0.5054276269799133,0.4294276467977956,0.5214328319388813,0.48370708689953507,AEGIS - EstimatorFree
OR-LUG,0.4992686962823426,,0.3891742024311739,0.440797568816495,OR-LUG
OR-RR,0.5054690366279658,,0.5275200347486263,0.5163768427866796,OR-RR
