run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,2.1144176964003063,2.554382724775236,1.4180520264130545,1.9711649704888397,AEGIS - EstimatorFree
OR-LUG,2.298000790114646,1.9613868778510184,2.23453138116444,2.1595667511623895,OR-LUG
OR-RR,1.868234871112771,2.3823888296979967,1.778028026706537,1.9927871167794373,OR-RR
