run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,0.672882713305376,0.5201538087260357,0.61025032950331,0.59775936962119,AEGIS - EstimatorFree
OR-LUG,0.6977876210529437,0.5979149483663918,0.5690054236804086,0.6191934581577254,OR-LUG
OR-RR,0.690183886764312,0.5390295628177946,0.6916369012068129,0.6360411081765079,OR-RR
