run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,2.4275884886509207,2.554382724775236,1.5528790645931094,2.127483616317886,AEGIS - EstimatorFree
OR-LUG,3.097095729763262,,2.23453138116444,2.630695269054626,OR-LUG
OR-RR,2.718459865302165,,2.080642700978418,2.378264845773852,OR-RR
