run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,0.633046525791054,0.5833460344142275,0.622463994752669,0.6125742049601697,AEGIS - EstimatorFree
OR-LUG,0.6360277073981274,0.5803083043331605,0.5472625742245212,0.5867370638791932,OR-LUG
OR-RR,0.6655742975216832,0.5783438636918835,0.6647617205519981,0.6348672035799346,OR-RR
