run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,1.7043704936244743,1.6993428822205374,1.2852061121873246,1.5497890998333714,AEGIS - EstimatorFree
OR-LUG,1.7389604901240296,1.6920025577278464,1.6192836051884345,1.6826916885426801,OR-LUG
OR-RR,1.810317139385329,1.8333809229506437,1.4440178339270702,1.6860093395027398,OR-RR
