run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,0.5251989946794452,0.4554857939096086,0.5489102129042318,0.5082764772204251,AEGIS - EstimatorFree
OR-LUG,0.5618785849638835,,0.4675991456318574,0.5125757956419216,OR-LUG
OR-RR,0.6376901527423448,,0.5815062961897501,0.6089506045960353,OR-RR
