run_label,philly,saturn,venus,geomean,policy_display
exclusive,1.0,1.0,1.0,1.0,Exclusive
OR-MAGM,0.5455988223367599,0.5435400028335041,0.5492383158871138,0.5461206365786507,AEGIS - EstimatorFree
OR-LUG,0.5822834391010774,0.6300281930294611,0.4679377822937006,0.5557688202182547,OR-LUG
OR-RR,0.6773773144675719,0.4752755506326597,0.5856602566153779,0.5734214813737856,OR-RR
