configuration_label,run_label,completion_fraction,makespan_s,makespan_s_vs_exclusive,makespan_reduction_percent,total_queue_wait_mean_s,total_queue_wait_mean_s_vs_exclusive,total_queue_wait_p95_s,total_queue_wait_p95_s_vs_exclusive,jct_mean_s,jct_mean_s_vs_exclusive,jct_p95_s,jct_p95_s_vs_exclusive,total_execution_time_mean_s,total_execution_time_mean_s_vs_exclusive,total_execution_time_p95_s,total_execution_time_p95_s_vs_exclusive,successful_attempt_runtime_mean_s,successful_attempt_runtime_mean_s_vs_exclusive,failed_attempt_count,recovered_attempt_count
exclusive,exclusive,1.0,47406.446032,1.0,0.0,15241.4198891,1.0,36809.21193444999,1.0,17207.521583016667,1.0,40915.85173475,1.0,1966.0740971833336,1.0,3581.0628991999984,1.0,1966.0740971833336,1.0,0,0
or_lug,OR-LUG,1.0,35073.639877,0.7398495945746453,26.015040542535473,6659.037473616668,0.43690401039203186,23190.8412819,0.6300281930294611,9985.667671616664,0.5803083043331605,24464.19937734999,0.5979149483663918,3326.602401116667,1.6920025577278464,7023.84977925,1.9613868778510182,3318.9309654000003,1.6881006520328083,5,5
or_magm,OR-MAGM,1.0,33248.588372,0.7013516336904214,29.864836630957857,6696.877182266666,0.43938669959850535,20007.27915915,0.5435400028335041,10037.939477550002,0.5833460344142275,21282.53611709999,0.5201538087260357,3341.034022966667,1.6993428822205374,9147.405206049998,2.5543827247752358,3338.9332453,1.698274368236412,3,3
or_rr,OR-RR,1.0,34425.303956,0.7261734814029817,27.382651859701834,6347.272117866667,0.416448871827615,17494.51847049999,0.47527555063265975,9951.864516883335,0.5783438636918835,22054.853672899997,0.5390295628177946,3604.562742883333,1.8333809229506435,8531.4842495,2.3823888296979967,3601.568362333333,1.8318578976718454,7,7
