configuration_label,run_label,completion_fraction,makespan_s,makespan_s_vs_exclusive,makespan_reduction_percent,total_queue_wait_mean_s,total_queue_wait_mean_s_vs_exclusive,total_queue_wait_p95_s,total_queue_wait_p95_s_vs_exclusive,jct_mean_s,jct_mean_s_vs_exclusive,jct_p95_s,jct_p95_s_vs_exclusive,total_execution_time_mean_s,total_execution_time_mean_s_vs_exclusive,total_execution_time_p95_s,total_execution_time_p95_s_vs_exclusive,successful_attempt_runtime_mean_s,successful_attempt_runtime_mean_s_vs_exclusive,failed_attempt_count,recovered_attempt_count
aegis_lug_no_thresholds,aegis_lug_no_thresholds,1.0,33587.57802,0.7556807308200592,24.431926917994083,6289.530252533333,0.4348498784187534,11422.43004945,0.47898459225028306,9246.369377483334,0.5641049766157112,14843.409968449998,0.6014866168450789,2956.8083806499994,1.534004059957249,7512.475255649998,2.0904709747126287,2954.6932874833333,1.5329067411299326,6,6
aegis_lug_thresholded,aegis_lug_thresholded,1.0,32878.471162,0.7397266662440461,26.027333375595386,5849.089016966667,0.4043983486467762,11158.9948241,0.4679377822937006,8970.301836566668,0.5472625742245212,14041.8432288,0.5690054236804086,3121.1855688333326,1.6192836051884345,8030.181672949997,2.23453138116444,3119.332012766666,1.6183219728587128,5,5
aegis_magm_no_thresholds,aegis_magm_no_thresholds,1.0,33998.065096,0.7649162039285744,23.508379607142558,7005.606360866665,0.4843584420387316,11813.6978445,0.4953918930138991,10100.942878216663,0.6162410253681558,15380.60467645,0.623254891667966,3095.3058195666667,1.6058570873574027,7946.37642495,2.2112111794318845,3093.3356837500005,1.6048349729852942,6,6
aegis_magm_thresholded,aegis_magm_thresholded,1.0,34787.744417,0.7826830535076489,21.731694649235113,7725.666799266667,0.5341424770175403,13097.7829876,0.5492383158871138,10202.9449451,0.622463994752669,15059.679750999996,0.61025032950331,2477.2478134666667,1.2852061121873246,5096.019456149998,1.4180520264130543,2475.3380171,1.2842153021641487,6,6
exclusive,exclusive,1.0,44446.783741,1.0,0.0,14463.681754733336,1.0,23847.17636905,1.0,16391.221068383333,1.0,24677.87237945,1.0,1927.5101401833333,1.0,3593.6759450499985,1.0,1927.5101401833333,1.0,0,0
